Nombre;Dirección;Municipio;Código_Postal;Provincia;Teléfono;Categoria
SANTS                     ;C/ VAPOR VELL, Nº 44-46                                               ;Barcelona                               ;8028           ;BARCELONA      ;934915197      ;ABS
CARRERAS CANDI            ;C/ CARRERAS CANDI, Nº 99-101                                          ;Barcelona                               ;8014           ;BARCELONA      ;934321689      ;ABS
NUMANCIA                  ;C/ NUMÀNCIA, Nº 23                                                    ;Barcelona                               ;8029           ;BARCELONA      ;934955886      ;ABS
LA MARINA                 ;C/ AMNISTIA INTERNACIONAL, Nº 8-14                                    ;Barcelona                               ;8038           ;BARCELONA      ;934955885      ;ABS
POBLE SEC - LES HORTES    ;C/ NOU DE RAMBLA, Nº 177                                              ;Barcelona                               ;8004           ;BARCELONA      ;933249100      ;ABS
MONTNEGRE                 ;C/ MONTNEGRE, Nº 21                                                   ;Barcelona                               ;8029           ;BARCELONA      ;933632965      ;ABS
CASANOVA                  ;C/ DEL ROSSELLÓ, Nº 161                                               ;Barcelona                               ;8036           ;BARCELONA      ;932279800      ;ABS
LES CORTS                 ;C/ MEJIA LEQUERICA, S/N .EDIFICI HELIOS                               ;Barcelona                               ;8029           ;BARCELONA      ;932275590      ;ABS
SARRIÀ                    ;C/ VIA AUGUSTA, Nº 366                                                ;Barcelona                               ;8017           ;BARCELONA      ;932042288      ;ABS
LES PLANES                ;PG.SOLÉ, Nº 16-18 LOCAL 1                                             ;Sant Cugat del Vallès                   ;8196           ;BARCELONA      ;932805632      ;ABS
VALLVIDRERA               ;C/ REIS CATÒLICS, Nº 2                                                ;Barcelona                               ;8017           ;BARCELONA      ;934068453      ;ABS
ADRIÀ                     ;C/ VALLMAJOR, Nº 34                                                   ;Barcelona                               ;8006           ;BARCELONA      ;934955885      ;ABS
PARE CLARET               ;C/ ST. ANTONI Mª. CLARET, Nº 19-23                                    ;Barcelona                               ;8037           ;BARCELONA      ;932082384      ;ABS
VALLCARCA - SANT GERVASI  ;EDIFICI PEDRAFORCA, AVDA. VALLCARCA, Nº                               ;Barcelona                               ;8023           ;BARCELONA      ;932594422      ;ABS
LARRARD                   ;TRAVESSERA DE DALT, Nº 79                                             ;Barcelona                               ;8024           ;BARCELONA      ;902011040      ;ABS
SANLLEHY                  ;AV. MARE DE DÉU DE MONTSERRAT, Nº 16-18                               ;Barcelona                               ;8024           ;BARCELONA      ;932853794      ;ABS
SARDENYA                  ;C/ SARDENYA, Nº 466                                                   ;Barcelona                               ;8025           ;BARCELONA      ;935674380      ;ABS
EL CARMEL                 ;C/ MURTRA, Nº 130                                                     ;Barcelona                               ;8032           ;BARCELONA      ;933571853      ;ABS
SANT RAFAEL               ;PG. DE LA VALL D'HEBRON, Nº 107-117                                   ;Barcelona                               ;8035           ;BARCELONA      ;934289541      ;ABS
HORTA                     ;C/ LISBOA, S/N                                                        ;Barcelona                               ;8035           ;BARCELONA      ;934072768      ;ABS
GUINARDÓ                  ;C/ TEODOR LLORENTE, Nº 26                                             ;Barcelona                               ;08041          ;BARCELONA      ;933489901      ;ABS
GUINEUETA                 ;PG. DE VALLDAURA, Nº 135                                              ;Barcelona                               ;8042           ;BARCELONA      ;932749534      ;ABS
ROQUETES                  ;C/ GARIGLIANO, Nº 23-27                                               ;Barcelona                               ;8042           ;BARCELONA      ;932768068      ;ABS
CIUTAT MERIDIANA          ;C/ SANT FELIU DE CODINES, S/N                                         ;Barcelona                               ;8033           ;BARCELONA      ;933508889      ;ABS
CHAFARINAS                ;C/ CHAFARINAS, Nº 2-8                                                 ;Barcelona                               ;8033           ;BARCELONA      ;933542222      ;ABS
CENTRE INTEGRAL DE SALUT C;AVDA. BORBÓ, Nº 18 - 30                                               ;Barcelona                               ;8016           ;BARCELONA      ;932438989      ;ABS
TURÓ                      ;C/ CADÍ, Nº 58-62 A                                                   ;Barcelona                               ;8031           ;BARCELONA      ;934074055      ;ABS
RÍO DE JANEIRO            ;AV. RÍO DE JANEIRO, Nº 83-91                                          ;Barcelona                               ;8016           ;BARCELONA      ;932769900      ;ABS
LA SAGRERA                ;C/ GARCILASO, Nº 1-9                                                  ;Barcelona                               ;8027           ;BARCELONA      ;933406398      ;ABS
BON PASTOR                ;C/ MOLLERUSSA, S/N                                                    ;Barcelona                               ;8030           ;BARCELONA      ;933458791      ;ABS
TRINITAT VELLA            ;VIA BARCINO, Nº 88                                                    ;Barcelona                               ;8033           ;BARCELONA      ;932741909      ;ABS
PASSEIG DE MARAGALL       ;PG. DE MARAGALL, Nº 52-54                                             ;Barcelona                               ;8041           ;BARCELONA      ;934462952      ;ABS
SANT ANDREU               ;AVDA. DE LA MERIDIANA, Nº 428                                         ;Barcelona                               ;8030           ;BARCELONA      ;932745490      ;ABS
CASERNES                  ;C/ FERNANDO PESSOA, Nº 47 - 51                                        ;Barcelona                               ;08030          ;BARCELONA      ;932747955      ;ABS
POU TORRE                 ;C/ FERRAN MUÑOZ, Nº 1                                                 ;Begues                                  ;8859           ;BARCELONA      ;936392356      ;ABS
