Nombre;Dirección;Municipio;Código_Postal;Provincia;Teléfono;Categoria
Benito Menni,Complex Assis;CR DR. ANTONI PUJADAS, 38                                             ;Sant Boi de Llobregat                   ;08830          ;BARCELONA      ;936402400      ;Hospital
Parc Sanitari Sant Joan de;CR Camí Vell de la Colònia, 25                                        ;Sant Boi de Llobregat                   ;08830          ;BARCELONA      ;936615208      ;Hospital
Hospital de Sant Celoni   ;AV de l'Hospital, 19                                                  ;Sant Celoni                             ;08470          ;BARCELONA      ;938670617      ;Hospital
Centre Sociosanitari Verge;CR CAMPINS, 37                                                        ;Sant Celoni                             ;08470          ;BARCELONA      ;938673995      ;Hospital
Centre Gerontològic AMMA S;CR Victor Hugo, 10                                                    ;Sant Cugat del Vallès                   ;08174          ;BARCELONA      ;935836100      ;Hospital
Centre de Prevenció i Reha;AV Alcalde Barnils, 54-60                                             ;Sant Cugat del Vallès                   ;08174          ;BARCELONA      ;935653900      ;Hospital
Hospital General de Catalu;CR Pedro i Pons, 1                                                    ;Sant Cugat del Vallès                   ;08195          ;BARCELONA      ;935656000      ;Hospital
Iván Mañero Clínic        ;CR Victor Hugo, 24                                                    ;Sant Cugat del Vallès                   ;08174          ;BARCELONA      ;902401540      ;Hospital
Serveis Sanitaris Centre P;CT Martorell a Capellades, 23                                         ;Sant Esteve Sesrovires                  ;08635          ;BARCELONA      ;936935000      ;Hospital
Parc Sanitari Sant Joan de;CT de Capellades a Martorell, ,23                                     ;Sant Esteve Sesrovires                  ;08635          ;BARCELONA      ;937758000      ;Hospital
Serveis Sanitaris. Centre ;CT de Manresa a Solsona. Camí de les Torres, C-55                     ;Sant Joan de Vilatorrad                 ;08250          ;BARCELONA      ;932140100      ;Hospital
Hospital de Sant Joan Desp;AV Jacint Verdaguer, 90                                               ;Sant Joan Despí                         ;08970          ;BARCELONA      ;935531200      ;Hospital
Hospital Residència Sant C;RD SANT CAMIL, S/N                                                    ;Sant Pere de Ribes                      ;08810          ;BARCELONA      ;938960025      ;Hospital
Centres Assistencials Dr. ;CR PRAT DE LA RIBA, 171                                               ;Santa Coloma de Gramene                 ;08921          ;BARCELONA      ;934628926      ;Hospital
Fundació Hospital de l'Esp;AV Mossèn Josep Pons i Robadà, S/N                                    ;Santa Coloma de Gramene                 ;08923          ;BARCELONA      ;933869648      ;Hospital
Policlínica Comarcal del V;AV SANTA OLIVA, 1-13                                                  ;Santa Oliva                             ;43710          ;TARRAGONA      ;977660140      ;Hospital
Fundació Sant Hospital    ;PS Joan Brudieu, 8                                                    ;Seu d'Urgell, La                        ;25700          ;LLEIDA         ;973350050      ;Hospital
Centre Sanitari del Solson;PL ANTONI GUITART, 1                                                  ;Solsona                                 ;25280          ;LLEIDA         ;973481172      ;Hospital
Hospital de Terrassa      ;CT Torrebonica, S/N                                                   ;Terrassa                                ;08227          ;BARCELONA      ;937310007      ;Hospital
Hospital de Sant Llàtzer  ;PL Doctor Robert, 1                                                   ;Terrassa                                ;08221          ;BARCELONA      ;937837111      ;Hospital
Hospital Universitari Mútu;PL DOCTOR ROBERT, 5                                                   ;Terrassa                                ;08221          ;BARCELONA      ;937365050      ;Hospital
Àptima Centre Clínic - Mút;PL Doctor Robert, 5                                                   ;Terrassa                                ;08221          ;BARCELONA      ;937365072      ;Hospital
Centre Vallparadís        ;CR SANT ANTONI, 52                                                    ;Terrassa                                ;08221          ;BARCELONA      ;937365030      ;Hospital
Hospital General Penitenci;CT TORREBONICA, S/N                                                   ;Terrassa                                ;08227          ;BARCELONA      ;937317861      ;Hospital
Hospital de Tortosa Verge ;CR ESPLANETES, 44                                                     ;Tortosa                                 ;43500          ;TARRAGONA      ;977519100      ;Hospital
Hospital de la Santa Creu ;PS Mossèn Valls Bartomeu, 1                                           ;Tortosa                                 ;43590          ;TARRAGONA      ;977500533      ;Hospital
Clínica Terres de l'Ebre  ;PL Joaquim Bau, 6-8                                                   ;Tortosa                                 ;43500          ;TARRAGONA      ;977588200      ;Hospital
Hospital Comarcal del Pall;AV PAU CASALS, 5                                                      ;Tremp                                   ;25620          ;LLEIDA         ;973652255      ;Hospital
Residència Alt Camp       ;CM DEL BOSC, S/N                                                      ;Valls                                   ;43800          ;TARRAGONA      ;977600292      ;Hospital
Pius Hospital de Valls    ;PL SANT FRANCESC, S/N                                                 ;Valls                                   ;43800          ;TARRAGONA      ;977613000      ;Hospital
Hospital del Vendrell     ;CT N-340, 1193                                                        ;Vendrell, El                            ;43700          ;TARRAGONA      ;977257900      ;Hospital
Hospital General de Vic   ;"CR Francesc Pla \""El Vigata\                                          ";Vic                                     ;"1""             ";BARCELONA      ;08500          ;Hospital
Hospital de la Santa Creu ;RB HOSPITAL, 52                                                       ;Vic                                     ;08500          ;BARCELONA      ;938833300      ;Hospital
Clínica Sant Josep        ;CR SANT SEGIMON, 3                                                    ;Vic                                     ;08500          ;BARCELONA      ;938861700      ;Hospital
Espitau Val d'Aran        ;CR ESPITAU, 8                                                         ;Vielha e Mijaran                        ;25530          ;LLEIDA         ;973640004      ;Hospital
