Nombre;Dirección;Municipio;Código Postal;Teléfono
REYES MONCADA, MA. ANGELS                            ;CARRER   CALVARI                  2;CERVIA DE LES GARRIGUES   ;25460          ;973178033      
DOMINGO VIDAL, R/ESCOBAR DOMINGO, A                  ;CARRER   MAJOR                    40;ESTERRI D'ANEU            ;25580          ;973626016      
TRULLOLS CARDONA, MARIA ELENA                        ;AVINGUDA CATALUNYA                42;LA FULIOLA                ;25332          ;973268391      
GORROCHATEGUI FONTELLES,HERMOGENES                   ;CARRER   EST                      1;GIMENELLS I EL PLA DE LA F;25110          ;973748083      
PUJOL BALCELLS, JOSEP/PUJOL BALCELLS, JORDI          ;CARRER   FLUVIA                   16;GUISSONA                  ;25210          ;973550066      
GRAUS ROBINAT, ESTHER                                ;PASSEIG  RODES                    6;IVARS D'URGELL            ;25260          ;973580004      
ALMANSA ARTIGA, MARGARIDA                            ;PLA�A    RESSECH                  S/N;LES                       ;25540          ;973647244      
PERERA GRAU, MA JOSEFA                               ;CARRER   LA FONT                  36;JUNEDA                    ;25430          ;973150106      
CU�AT SOLA, EMMA                                     ;PLA�A    PLANELL                  21;LINYOLA                   ;25240          ;973575062      
BLASCO GONZALEZ, MARINA                              ;CARRER   RAVAL                    21;LLARDECANS                ;25179          ;973130455      
GAYA DOMINGO, JOSEP MA                               ;PLA�A    COMANDANT SERRET         8;BELIANES                  ;25266          ;973331129      
SANTOS SAUGERAT, MERCE                               ;CARRER   SEGRE                    21;MONTELLA I MARTINET       ;25724          ;973515165      
FIGUEROLA ARGELICH, NURIA                            ;PLA�A    M. BERTRAN               5;MOLLERUSSA                ;25230          ;973600218      
SIMO CORTIELLA, ANNA                                 ;PLA�A    MAJOR                    12;MOLLERUSSA                ;25230          ;973600174      
CAMPI�EZ VICTORIO, EVA                               ;AVINGUDA PARE MIRATS              7;MONTGAI                   ;25616          ;973430358      
MIJANA FARRENY, MA.CARME                             ;CARRER   IGNASI ESTEVE            9;OLIANA                    ;25790          ;973470706      
SIMON SALA, M. ANGELS                                ;CARRETERALLEIDA-ESPIGOLERS        ;ORGANYA                   ;25790          ;973382193      
ESQUERDA, AURELI/ESQUERDA,CARME                      ;PLA�A    MAJOR                    6;PALAU D'ANGLESOLA EL      ;25243          ;973601340      
SOLDUGA CAMARERO, XAVIER                             ;AVINGUDA VERDAGUER                21;LA POBLA DE SEGUR         ;25500          ;973680015      
GABAS ROCAFORT, JORDI                                ;CARRER   SANT MIQUEL DEL PUY      8;LA POBLA DE SEGUR         ;25500          ;973680066      
CAPELLADES PERERA, ANTONI                            ;CARRETERADE LA SEU                6;PONTS                     ;25740          ;973460994      
BORRAS OBRADOR, CARME                                ;CARRER   CIUTAT DE LLEIDA         8;PONT DE SUERT, EL         ;25520          ;973690108      
GRA�O LLORDES RAMON                                  ;CARRER   MAJOR                    49;SANT GUIM DE FREIXENET    ;25270          ;973556222      
PUJOL RIUS, RICARD                                   ;CARRER   BASSAL                   4;SANAUJA                   ;25753          ;973550259      
PONT ALBIOL, MA. LLU�SA                              ;CARRER   RAVAL DEL PONT           1;RIBERA D'ONDARA           ;25213          ;973540195      
MARSINYACH CALVET, INGRID                            ;CARRER   MAJOR                    34;LA SEU D'URGELL           ;25700          ;973350120      
BARIOS SERO, MATILDE                                 ;CARRER   SANT JOSEP DE CALASAN�   3;LA SEU D'URGELL           ;25700          ;973350188      
CARNICERO RAMON, BLANCA                              ;CARRER   METGE                    13;SEROS                     ;25183          ;973780031      
BOIX SERRA, ANTONI                                   ;AVINGUDA PONT                     4;SOLSONA                   ;25280          ;973480018      
MARTINEZ GUTIERREZ, PILAR                            ;PASSEIG  ANTONI MARIA CLARET      1;SOLSONA                   ;25280          ;973480048      
MALLORQUES VILANOVA, M. TERESA                       ;CARRER   MAJOR                    40;SORT                      ;25560          ;973620065      
ROBINAT FELIP, FRANCESC X.                           ;CARRER   ALONSO MARTINEZ          35;TARREGA                   ;25300          ;973310117      
MESTRES DURAN, ANNA M.                               ;AVINGUDA CATALUNYA                11;TARREGA                   ;25300          ;973310738      
ROBINAT ALBAREDA,  NURIA                             ;CARRER   SANTA CLARA              2A;TARREGA                   ;25300          ;973310451      
BIOSCA CARULLA, RAMON                                ;CARRER   CARME                    30;TARREGA                   ;25300          ;973310186      
CLUA MIQUEL, TERESA                                  ;CARRER   LA BASCULA               9;TERMENS                   ;25670          ;973180037      
FOIX MAS, MARIA                                      ;CARRER   DEL PATI                 5;TORA                      ;25750          ;973473220      
BERGA SABATE, VICTOR                                 ;CARRER   CANALEJAS                1;TORREGROSSA               ;25141          ;973170144      
ENJUANES BRUALLA, MONTSERRAT                         ;CARRER   PERESALL                 12;TREMP                     ;25620          ;973650138      
MARTINEZ BORRAS, NURIA                               ;CARRER   SOLDEVILA                11;TREMP                     ;25620          ;973650032      
PALA ARI�O, DOLORS                                   ;CARRER   SENTIN                   2;VIELHA E MIJARAN          ;25530          ;973642585      
TRULL BORRAS, JOAN                                   ;CARRER   MAJOR                    71;VILANOVA DE BELLPUIG      ;25264          ;973321136      
REDONO VAHLE, MARIA                                  ;CARRER   AGER (LA BORDETA)        23;LLEIDA                    ;25007          ;973206992      
GENE TORRELLES, MONTSERRAT                           ;CARRER   BAR� DE MAIALS           52;LLEIDA                    ;25002          ;973269649      
HELLIN PARELLADA, ALFRED                             ;CARRER   SANT ANTONI              13;LLEIDA                    ;25002          ;973278004      
VOLTAS TRULLOLS, VICENTA                             ;CARRER   CARMEN                   23;LLEIDA                    ;25007          ;973247141      
DE VILLALONGA PIFARRE,FRANCISCO                      ;CARRER   BOTERS                   25;LLEIDA                    ;25002          ;973267792      
ARAGONES GUARRO,RAMON                                ;PLA�A    PAERIA                   1;LLEIDA                    ;25007          ;973243945      
VILLALONGA PIFARRE, IGNACIO DE                       ;RAMBLA   FERRAN                   34;LLEIDA                    ;25007          ;973238070      
FREIXINET FONDEVILA, JOAN                            ;PASSEIG  DE RONDA                 70;LLEIDA                    ;25006          ;973264867      
MIARNAU PONS, MERCE                                  ;PLA�A    DE L'EXERCIT             5;LLEIDA                    ;25002          ;973260238      
BARIOS BAQUERO, ANTONIO/BARIOS BAQUERO,ROSALIA       ;CARRER   RIU EBRE                 10;LLEIDA                    ;25001          ;973266305      
ARCAYA ABOS, CRISTINA                                ;PLA�A    DE LA SAL                2;LLEIDA                    ;25007          ;973241996      
FREIXENET TRESANCHEZ, JORDI MIQUEL                   ;CARRER   MOSSEN REIG              14-16;LLEIDA                    ;25005          ;973242163      
PE�A ZALDIVAR, ELENA                                 ;PLA�A    SANT JORDI (LOCALS A-3 i S/N;LLEIDA                    ;25001          ;973199129      
SAEZ PONS, GUILLEM                                   ;CARRER   DOCTOR TRUETA            12;LLEIDA                    ;25007          ;973242035      
ANADON SOLE, RAMON                                   ;AVINGUDA BALMES                   44;LLEIDA                    ;25006          ;973231664      
MARTI TORRES, MONTSERRAT                             ;CARRER   COMTES D'URGELL          8;LLEIDA                    ;25007          ;973237232      
GARROS IGLESIAS, ESTHER                              ;AVINGUDA PRAT DE LA RIBA          53;LLEIDA                    ;25004          ;973232112      
PRAT MORELL, FRANCISCO J                             ;CARRER   PERLLONGACIO C/BRUCH     30;LLEIDA                    ;25001          ;973200694      
ISANTA PANADES,JOSEP R/CRUSELLAS LOSA,ARIADNA        ;CARRER   ALCALDE PORQUERAS        76;LLEIDA                    ;25005          ;973233359      
SABATE MURO, PAU                                     ;CARRER   HOSTAL DE LA BORDETA     2;LLEIDA                    ;25001          ;973201892      
PIQUE FARRE, MARIBEL                                 ;CARRER   PI I MARGALL             58;LLEIDA                    ;25004          ;973232184      
PE�A SAEZ, LLUIS                                     ;AVINGUDA CORREGIDOR ESCOFET       39;LLEIDA                    ;25005          ;973230450      
SALAFRANCA SURRIBAS, ANNA                            ;CARRER   LLUIS COMPANYS           12;LLEIDA                    ;25000          ;973268391      
RAZQUIN CARULLA, ANNA M.                             ;CARRER   SANT MARTI               39;LLEIDA                    ;25006          ;973231766      
YEREGUI RE�E, JUAN                                   ;CARRER   CORREGIDOR ESCOFET       12;LLEIDA                    ;25005          ;973268060      
MANSO ABIZANDA, DANIEL/MANSO ABIZANDA, MERCE         ;PASSEIG  DE RONDA                 43;LLEIDA                    ;25006          ;973263428      
BADIA CLAVERA, MERCE                                 ;AVINGUDA PRAT DE LA RIBA          91;LLEIDA                    ;25004          ;973232917      
GARRA TICO, MONTSERRAT                               ;CARRER   ALCALDE COSTA            15;LLEIDA                    ;25002          ;973266971      
PUIGPINOS LLURDA, ERMA                               ;CARRER   UMBERT TORRES            23;LLEIDA                    ;25002          ;973268586      
MESTRE GORNE, ANTONI                                 ;AVINGUDA GARRIGUES                34;LLEIDA                    ;25001          ;973201198      
MOLA MIARNAU, M. JOSEP                               ;CARRER   VALLCALENT               45;LLEIDA                    ;25006          ;973279007      
BALDOMA CARROBE, MARIA                               ;CARRER   ALCALDE RECASENS         21;LLEIDA                    ;25005          ;973232637      
RECASENS GINJOAN, MARIA ANGELES                      ;CARRER   PRAT DE LA RIBA          30;LLEIDA                    ;25008          ;973233327      
ROCA TURULL, LEONOR                                  ;CARRER   MARIOLA                  37;LLEIDA                    ;25003          ;973262639      
MONTEGUT OLIVART,CECILIA/ROSINACH MONTEGUT,F.XAVIER  ;PASSEIG  DE RONDA                 93;LLEIDA                    ;25006          ;973268016      
ISANTA SALVADO,IMMA/BENDICHO TORRESCASANA,ELENA      ;PASSEIG  DE RONDA                 139;LLEIDA                    ;25008          ;973233579      
GARCIA FERNANDEZ/ISANTA GARCIA                       ;AVINGUDA PIUS XII                 7;LLEIDA                    ;25003          ;973264820      
SIMO MAS, ROBERT                                     ;CARRER   PRINCEP DE VIANA         99;LLEIDA                    ;25008          ;973233765      
SOLSONA FIGOLS, ROSER                                ;PASSEIG  DE RONDA                 16;LLEIDA                    ;25002          ;973265227      
DELMAS DOMINGO,F. TERESA                             ;AVINGUDA BALAFIA                  6-8;LLEIDA                    ;25005          ;973241889      
I�IGO LEGIDO, FERRAN                                 ;CARRER   VINYES DE DALT           5;TORRES DE SEGRE           ;25170          ;973796084      
VENDRELL ROC, CAROL                                  ;CARRER   MAJOR                    74;ALMACELLES                ;25100          ;973740268      
ESCUE PALACIN, VANESSA                               ;PLA�A    JOAN XXIII               5;LLEIDA                    ;25001          ;973202244      
BONET PORQUERAS, ISABEL                              ;CARRER   SINDICAT                 36;SOSES                     ;25181          ;973107484      
PURGIMON FELIU, JOAN LLUIS                           ;CARRER   SANT JOAN  BAPTISTA DE LA52;LA SEU D'URGELL           ;25700          ;973351307      
PALA ARI�O, M. EUGENIA                               ;"         VAQUEIRA BERET EDIFICI""CA3";NAUT ARAN                 ;25598          ;973644462      
GOMA ROCA, NURIA                                     ;CARRER   MAJOR                    5;ROSSELLO                  ;25124          ;973730386      
CASAS PONS, DOLORS                                   ;CARRETERABERGA                    23 BIS;SANT LLOREN� DE MORUNYS   ;25282          ;973492279      
SABANES ABELLANA, J. RAMON                           ;CARRETERADE TARRAGONA             6;VINAIXA                   ;25440          ;973175361      
DEL CAMPO ANDION, MARTA                              ;PLA�A    SANT PERE (EL SEC� DE SAN1;LLEIDA                    ;25005          ;973234411      
CURCO RIBELLES,MA ANGELS                             ;CARRER   EUROPA                   8;ARTESA DE LLEIDA          ;25150          ;973167204      
BOBET GUIU,MAGDALENA                                 ;CARRER   DOCTOR ROBERT            82 A;ALBATARREC                ;25171          ;973720117      
FARRAS MINGUELL, MIQUEL                              ;PASSEIG  RAMON TOMAS PELLISSO     3;VERDU                     ;25340          ;973347047      
BORREGO VICENTE, M. PILAR                            ;CARRER   DE LA CREU               4;CORBINS                   ;25137          ;973190255      
BARRULL BECERRA, NURIA                               ;CARRER   DE LA POBLA              53;GRANADELLA LA             ;25177          ;973110295      
TICO TICO, CECILIA                                   ;CARRER   MAJOR                    60;ALCOLETGE                 ;25660          ;973197000      
TOSQUELLA ANGRILL, M. DOLORS                         ;AVINGUDA SANT RAMON               57;SANT RAMON                ;25215          ;973524092      
LABRA�A SALAS, JOSEP                                 ;         CARRETERA                20;GOLMES                    ;25241          ;973602009      
AGUSTI GARRIGO, JOANA                                ;PLA�A    PORTAL                   10;ISONA I CONCA DELLA       ;25650          ;973664160      
OLIVA GISTAU, MONTSERRAT                             ;AVINGUDA LLEIDA                   10;LA GRANJA D'ESCARP        ;25185          ;973780296      
VERGO�OS GILI, ALFONSO                               ;CARRER   PORTELLA                 1;BENAVENT DE SEGRIA        ;25132          ;973777245      
CASA�AS TORRES, OLGA                                 ;AVINGUDA CANAL                    9;MOLLERUSSA                ;25280          ;973602365      
VALIENTE BAUTISTA, MIGUEL                            ;PLA�A    CATALUNYA                8;CASTELLDANS               ;25154          ;973120223      
REGUE VIDAL, ROSA M                                  ;CARRER   PONENT                   S/N;MIRALCAMP                 ;25242          ;973602856      
MASANA PAVON, MARTA                                  ;CARRER   BARCELONETA              9;MAIALS                    ;25179          ;973130511      
BORRAS BONETE, MONTSERRAT                            ;CARRER   MAJOR                    36;MENARGUENS                ;25139          ;973180519      
RUIZ ROSELL, ANA CARMEN                              ;PLA�A    MAJOR                    12;PUIGVERD DE LLEIDA        ;25153          ;973167337      
PONTON SIVILLA, FERNANDO LUIS                        ;AVINGUDA PROGRES, Bloc-4          11;VILALLER                  ;25552          ;973698137      
TRIBO ALCOBE, MONTSERRAT                             ;CARRER   SANTA MARIA              8;CAMARASA                  ;25613          ;973420200      
YSAC ARMENGOL,M.CARME                                ;CARRETERAPUIGCERDA                S/N;VILANOVA DE LA BARCA      ;25690          ;973190307      
PUJOL BLANCH, CLIMENT                                ;CARRETERAD'ISONA                  S/N;COLL DE NARGO             ;25793          ;973383386      
BIFET GONZALEZ, SABRINA                              ;CARRER   SANT SEBASTIA            S/N;TORREFARRERA              ;25126          ;973750345      
JOSA PONS, ROSA MA                                   ;AVINGUDA JOAN ORO                 S/N;AGER                      ;25691          ;973455060      
BLASCO VILA, ELEUTERI                                ;CARRER   SANT PERE                5;SUDANELL                  ;25173          ;973258072      
MEDA BALDOMA, MERCE                                  ;CARRER   RAVAL                    12;ALAMUS, ELS               ;25221          ;973199129      
AIGUABELLA ALENTA, JOSEP                             ;CARRER   MAJOR                    5;VALLFOGONA DE BALAGUER    ;25680          ;973432151      
RUBIES PRAT, NURIA                                   ;CARRER   FONT VELLA               S/N;OS DE BALAGUER            ;25610          ;973438018      
CAUS ESQUE, JOSEP MA                                 ;PLA�A    MAJOR                    1;CASTELLNOU DE SEANA       ;25265          ;973321259      
PEREZ TORRES, ROSA MA.                               ;AVINGUDA CATALUNYA                12;CASTELLO DE FARFANYA      ;25136          ;973428070      
GABAS CURIA, MIRIAM                                  ;CARRER   NOU                      8;MASSALCOREIG              ;25184          ;973780280      
ALUJA GINE, MONTSERRAT                               ;CARRER   POMPEU FABRA             20;ALBAGES L'                ;25155          ;973120488      
RE�E ESPINET, MONTSERRAT                             ;RAMBLA   8 DE MAIG                10;POAL EL                   ;25143          ;973565663      
BARBERA SUBIRA, DOLORS                               ;CARRER   CARLES VALLES            S/N;VILANOVA DE SEGRIA        ;25133          ;973777288      
ALFONSO GALAN, MARIA ENCINA                          ;PLA�A    MESTRE COSTA             10;SARROCA DE LLEIDA         ;25175          ;973126101      
TOTIME EBUERA, ERNESTINA                             ;CARRER   SANT PELEGR�             90;TARREGA                   ;25300          ;973311129      
ORRIT ROCAFORT, ASSUMPCIO                            ;AVINGUDA FLAMISSELL               17;SENTERADA                 ;25514          ;973661758      
JAUSET BERROCAL, MA. JOSEP                           ;CARRER   NOU                      16;TORRELAMEU                ;25138          ;973190505      
AUMEDES FARRE, TERESA                                ;CARRER   DEL MIG                  12;PENELLES                  ;25335          ;973610582      
MIRATS MARSI�ACH, MONTSERRAT                         ;CARRER   BALAGUER                 1;SENTIU DE SIO LA          ;25617          ;973425051      
MORAN SITJA, MARIA JOSE                              ;CARRER   CARRETERA                35;SIDAMON                   ;25222          ;973717105      
CAMPO BARRAU, M CRISTINA                             ;CARRETERACALDES DE BOI, ED.LA COMES/N;VALL DE BOI, LA           ;25527          ;973694010      
NIETO TORRENT, LAIA                                  ;PLA�A    DE LA CREU               1;PORTELLA LA               ;25174          ;973186298      
ZALDIVAR GONZALEZ - MORENO, I.                       ;CARRER   BARO DE MAIALS           20;LLEIDA                    ;25005          ;973220947      
BERNAUS DARBRA, JUDITH                               ;AVINGUDA CATALUNYA                91;VILA-SANA                 ;25245          ;973711321      
AIGUABELLA ALENTA, MA. GORETTI                       ;AVINGUDA PRESIDENT MACIA          15 BIS;FONDARELLA                ;25244          ;973711253      
CATALA SENDRA, CARME                                 ;AVINGUDA PAS D'ARRO               55;VIELHA E MIJARAN          ;25530          ;973642346      
VI�AS FOLCH,EULALIA                                  ;CARRETERAVAL D'ARAN               27;LLAVORSI                  ;25595          ;973622218      
ALONSO QUINTANILLA,ESPERAN�A                         ;PASSEIG  DE L'ESPORT              S/N;JUNCOSA                   ;25165          ;973128266      
SOLE CHANDRE, MARTA                                  ;CARRER   TARREGA                  15;VILAGRASSA                ;25330          ;973500397      
GRANELL MOLINS, ENRIQUETA                            ;CARRETERADE PUIGCERDA             S/N;CUBELLS                   ;25737          ;973459192      
TEIXIDO SALVADO, CRISTINA                            ;CARRER   PAU CASALS               9;ESPLUGA CALBA L'          ;25410          ;973156282      
COLL SERRES, CARME                                   ;PLA�A    CATALUNYA                3;PREIXANA                  ;25263          ;973322296      
CESPEDES ALEU, MONICA                                ;CARRER   LA CREU                  S/N;MONTOLIU DE LLEIDA        ;25172          ;973720676      
VICENTE-FRANQUEIRA RODRIGUEZ, RAMON M                ;CARRETERADE LA SEU                S/N;RIBERA D'URGELLET         ;25796          ;973387387      
VIDAL SENSI, PILAR                                   ;AVINGUDA FLORA CADENA             10;RIALP                     ;25594          ;973621217      
ROURE CAMPOS, YOLANDA                                ;CARRETERADE BALAGUER              22;ALGERRI                   ;25130          ;973426189      
ARAGONES GUARRO , JOANA                              ;CARRER   AGUSTI DURAN SANPERE     16;LLEIDA                    ;25001          ;973212162      
CABALLERO GOBERN, FRANCESC                           ;PLA�A    DE LA TROBADA            S/N;MONTFERRER I CASTELLBO    ;25711          ;973353806      
HIDALGO FERNANDEZ, RAFAEL                            ;CARRETERADE MANRESA (URB EL PI DE 24;OLIUS                     ;25286          ;973480466      
PERUCHET CASAL, M. TERESA                            ;CARRER   JOAQUIN VIOLA LAFUERZA   16-18;LA SEU D'URGELL           ;25700          ;973355550      
ALONSO BERDUN, ROSA                                  ;CARRER   PUIG                     5;PRULLANS                  ;25727          ;973511158      
RAMI BUL, SILVIA                                     ;CARRER   BARO DE MAIALS           93;LLEIDA                    ;25005          ;973228237      
CINCA CODINA, ROSA                                   ;AVINGUDA GENERALITAT              45;GUISSONA                  ;25210          ;973552506      
QUERALT MONTA�OLA, ROSA                              ;PASSEIG  DE RONDA                 42;ALCARRAS                  ;25180          ;973784001      
GUILANYA FELIU, MIREIA ROSA                          ;AVINGUDA GUILLEM GRAELL           16;LA SEU D'URGELL           ;25700          ;973355891      
BOIX MARTINEZ, ANNA                                  ;CARRER   MOSSEN JACINT VERDAGUER  9;SOLSONA                   ;25280          ;973483030      
RIU VILALTA, MARIA                                   ;CARRETERADE MANRESA (LOCAL 4      22;SOLSONA                   ;25280          ;973480148      
MOLA ALDAVO, IGNASI                                  ;AVINGUDA MARIA ANZIZU             31-33;ARTESA DE SEGRE           ;25730          ;973400062      
GONZALEZ BLANCO, GLORIA                              ;CARRER   TARRAGONA                19;TREMP                     ;               ;               
GOMEZ ADRIAN, CRISTINA                               ;CARRER   MAJOR                    190;ALCARRAS                  ;25180          ;               
SIMO CORTIELLA, ANNA                                 ;CARRER   ALCALDE PORQUERAS        91;LLEIDA                    ;25005          ;               
BOLA�OS HERNANDEZ,MERCE/BERGA BOLA�OS,ROSA           ;AVINGUDA ROVIRA ROURE (LOCAL 2H)  87;LLEIDA                    ;25198          ;               
ESTEVE GATNAU, GILBERT                               ;CARRER   INSTITUTS                2;AGRAMUNT                  ;25310          ;973390695      
DELGADO GARDO, MARIA PILAR                           ;CARRER   FELIP PEDRELL            1;ALCANAR                   ;43530          ;977732291      
DELGADO BOIX, JORDI                                  ;AVINGUDA GENERALITAT              17;ALCANAR                   ;43530          ;977730105      
FARRAS TOMAS, JORDI/FARRAS MAS JOSEP M               ;AVINGUDA REUS                     19;ALCOVER                   ;43460          ;977760479      
MARTI SOLE, M CINTA                                  ;AVINGUDA JOAQUIM MIR              43;ALEIXAR L'                ;43381          ;977815150      
MERCADE VOLTAS,CANDELA                               ;PLA�A    DE DALT                  5;ALFORJA                   ;43365          ;977816153      
PEDROLA SEGARRA/OLIVELLA PEDROLA                     ;CARRER   ANDREU LLAMBRIC          22;AMETLLA DE MAR L'         ;43500          ;977456132      
ALBELLA BELTRAN,M CARME                              ;CARRER   SANTA BARBARA            30;AMPOSTA                   ;43870          ;977702613      
SALOM BELTRAN, ARTUR/SALOM JOVANI,ANGELA             ;CARRER   JUPITER                  18;AMPOSTA                   ;43870          ;               
FERRE PUJOL, L/FERRE PUJOL, X                        ;PASSEIG  DEL CANAL                7;AMPOSTA                   ;43870          ;977706247      
ROMANCES PUJOL, CARMEN                               ;CARRER   GRAO                     49;AMPOSTA                   ;43870          ;977700483      
SURIOL RIBE, ANDREU                                  ;CARRER   MAJOR                    22;ARBO� L'                  ;43720          ;977670009      
PALLARES POVILL, MA. TERESA                          ;CARRER   RIU                      43;ASCO                      ;43791          ;977406109      
SOLE ROIG, ELISENDA                                  ;AVINGUDA MAGDALENA MARTORELL      56;LES BORGES DEL CAMP       ;43350          ;977816101      
CURTO GONZALVO, MIREIA                               ;AVINGUDA TERRA ALTA               24;BATEA                     ;43780          ;977430263      
HERNANDEZ ESCRIBA, M CARME                           ;CARRER   REUS                     44;BENISSANET                ;43747          ;977407111      
DALMAU ARMENJACH, MARIA                              ;CARRER   LLIBERTAT                11;BISBAL DEL PENEDES LA     ;43717          ;977688550      
DE MIGUEL GASOL, JOSEFINA                            ;AVINGUDA CATALUNYA                1;BRAFIM                    ;43812          ;977620041      
GRACIA CASTELLVI, CARLES XAVIER                      ;CARRER   JESUS                    48;CALAFELL                  ;43820          ;977691639      
BESORA MALLAFRE, ANNA                                ;CARRER   CONSULAT DEL MAR         60;CAMBRILS                  ;43850          ;977360270      
BARCELONA MARTI, FREDERIC                            ;AVINGUDA DE LA INDEPENDENCIA      1;CAMBRILS                  ;43850          ;977360466      
ESCODA LLOP, ORIOL                                   ;CARRER   RAVAL                    56;LA CANONJA                ;43110          ;977545090      
ESCUDER MONFORT, LLUIS                               ;CARRER   RAMON I CAJAL            20;SENIA LA                  ;43560          ;977714177      
MESTRE BELLAUBI, MARIA JOSE                          ;CARRER   DEL MIG                  17;SENIA LA                  ;43500          ;977713233      
ROIG ALDASORO, M TERESA                              ;CARRER   MAJOR                    6;CONSTANTI                 ;43120          ;977521710      
TOMBAS RIBAS, ROSA M                                 ;CARRER   MAJOR                    20;CORNUDELLA DE MONTSANT    ;43730          ;977821093      
MONLLAU MAYOR,LINA                                   ;PLA�A    MAJOR                    15;XERTA                     ;43592          ;977473412      
ROVIRA MINGUELLA, DAVID                              ;PASSEIG  CA�ELLAS                 15;ESPLUGA DE FRANCOLI L'    ;43440          ;977870031      
CORTIELLA GARRETA,MA. CARME                          ;PLA�A    QUARTERA                 40;FALSET                    ;43730          ;977830037      
COMPTE RAMISA, MONTSERRAT                            ;CARRER   MIQUEL BARCELO           16;FALSET                    ;43730          ;977830914      
BARBERO PAMIES, PILAR                                ;CARRER   SANT JORDI               19;FLIX                      ;43750          ;977410529      
BARBERO PAMIES, AMELIA                               ;CARRER   MAJOR                    6;FLIX                      ;43750          ;977410129      
RUIZ FELEZ, CARLOS PABLO                             ;CARRER   MAJOR                    15;GANDESA                   ;43780          ;977420069      
PESET BOSCH, TOMAS                                   ;CARRER   SANT LLOREN�             47;GALERA,LA                 ;43515          ;977718329      
VILADRICH MAYOR, NEUS                                ;CARRER   ESGLESIA                 6;GINESTAR                  ;43748          ;977409047      
FERRAS BOIX, JOAQUIM/FERRAS PRATS, JOAQUIM           ;CARRER   NAVARRA                  8;HORTA DE SANT JOAN        ;43596          ;977435016      
PIQUE MONTEVERDE, M MAGDALENA                        ;CARRER   MESTRE ARNAU             19;MAR�A                     ;43730          ;977178320      
FELIP SANCHEZ, JAUME                                 ;CARRER   MAJOR                    60;MONTBLANC                 ;43400          ;977860167      
SANCHEZ FARRE, ANNA MARIA                            ;CARRER   BATLLE DIONIS MESTRE     1;MONTBLANC                 ;43400          ;977860020      
GUILLEN GIBERT, EVA MARIA                            ;CARRER   RIBA I MESTRE            11;MONT-ROIG DEL CAMP        ;43300          ;977837702      
MOLINA DIAZ, JUAN CARLOS/BENGOCHEA PRIETO,ANA        ;AVINGUDA COMARQUES CATALANES      57;MORA D'EBRE               ;43740          ;977400115      
NOGUES HOMEDES,MC/VECIANA NOGUES,A                   ;CARRER   MAJOR                    17;MORA LA NOVA              ;43770          ;977400368      
PALAU TORRES, PAU                                    ;CARRER   SANT PLACID              2;MORELL EL                 ;43760          ;977840659      
CEDO RIGALT, M ROSA                                  ;CARRER   PRIM                     9;EL PERELLO                ;43519          ;977490047      
ROCAMORA BATALLA, MONTSERRAT                         ;CARRER   RERIA                    4;PLA DE SANTA MARIA EL     ;43810          ;977630030      
BRU FRANCESCH, JOSEP                                 ;CARRER   SANT JOAN                15;REUS                      ;43201          ;977315859      
CAVALLE VALLVERDU, JORDI                             ;CARRER   RAVAL DE JESUS           48;REUS                      ;43201          ;977310657      
FERRUS MUNTANE, MARGARITA                            ;CARRER   RAVAL DE JESUS           1;REUS                      ;43201          ;977342237      
GISPERT VOLTAS, RAFAEL M                             ;CARRER   RAVAL MARTI FOLGUERA     51;REUS                      ;43201          ;977310478      
ESTEVE TARRAGO, SILVIA                               ;CARRER   MILA I FONTANALS         2;REUS                      ;43205          ;977754171      
PIQUE MONTEVERDE, JOAQUIM/PIQUE CALAFELL, TANIA      ;PLA�A    MERCADAL                 8;REUS                      ;43201          ;977342880      
FELIU LLOVERA, ERNEST                                ;CARRER   AMPLE                    38;REUS                      ;43202          ;977314062      
MARINE GRAU, MONICA                                  ;CARRER   RAVAL DE SANTA ANNA      2;REUS                      ;43201          ;977302615      
ORNOSA GISPERT, MARIA TERESA                         ;CARRER   RAVAL DE SANTA ANNA      58;REUS                      ;43201          ;977303018      
SANS PORTA, PAU                                      ;CARRER   LLOVERA                  47;REUS                      ;43201          ;977341943      
VALLVERDU MALDONADO, JOSE RAMON                      ;PLA�A    CASTELL                  8;REUS                      ;43201          ;977770830      
LOKHMATOVA, GALYNA                                   ;CARRER   RAVAL                    S/N;RIBA LA                   ;43450          ;977860126      
PUIG VILAS, MONTSERRAT                               ;PLA�A    ESGLESIA                 8;RIBA-ROJA D'EBRE          ;43790          ;977416105      
ROBUSTE MATEU, RAMON                                 ;CARRER   DR. FLEMING              1;RIUDOMS                   ;43330          ;977768047      
CUARTIELLA SALES/GUIMERA SALOM                       ;CARRER   MAJOR                    12;ROQUETES                  ;43520          ;977500929      
SEGARRA VALLES, PERE                                 ;CARRER   MAJOR                    34-36;ROQUETES                  ;43520          ;977588007      
BORRUT VALLES, JOSEP M                               ;CARRER   CONSTANCIA               6;SANT CARLES DE LA RAPITA  ;43540          ;977740160      
FRANQUET TUDO, ELVIRA/RUIZ FRANQUET,ELVIRA           ;PLA�A    ESPANYA                  5;SANT CARLES DE LA RAPITA  ;43540          ;977740164      
BERTOMEU CANALDA, JOSEP/BERTOMEU ARASA,JOSEPA/BERTOME;CARRER   VERGE DE MONTSERRAT      3;SANTA BARBARA             ;43570          ;977718041      
