Nombre;Direccion;Municipio;Código Postal;Provincia;Telefono
ARTESA DE SEGRE           ;C/ ÀNGEL GUIMERÓ, Nº 6                 ;Artesa de Segre       ;25730          ;LLEIDA         ;973402196      
BALDOMAR                  ;C/ DE LA FONT, S/N                     ;Artesa de Segre       ;25737          ;LLEIDA         ;973402196      
ALENTORN                  ;C/ PATI, S/N                           ;Artesa de Segre       ;25736          ;LLEIDA         ;973401248      
VILANOVA DE MEIÀ          ;C/ ESCOLES, Nº 4                       ;Vilanova de Meià      ;25735          ;LLEIDA         ;973415008      
ALÒS DE BALAGUER          ;C/ ESGLÉSIA, Nº 4                      ;Alòs de Balaguer      ;25737          ;LLEIDA         ;973402196      
MONTGAI                   ;C/ DEL TELÈFONS, S/N                   ;Montgai               ;25616          ;LLEIDA         ;973430107      
TORRELAMEU                ;C/ DEL FORN, Nº 18                     ;Torrelameu            ;25138          ;LLEIDA         ;973190697      
LA RÀPITA                 ;PL. SANTA MARGARIDA, S/N               ;Vallfogona de Balaguer;25617          ;LLEIDA         ;973432360      
VALLFOGONA DE BALAGUER    ;C/ MAJOR, Nº 1                         ;Vallfogona de Balaguer;25680          ;LLEIDA         ;973432360      
BELLMUNT D'URGELL         ;C/ D. CARDENAL, S/N                    ;Bellmunt d'Urgell     ;25336          ;LLEIDA         ;973610443      
SANT LLORENÇ DE MONTGAI   ;C/ MAJOR, S/N                          ;Camarasa              ;25613          ;LLEIDA         ;973447714      
L'AMETLLA DE MONTSEC      ;C/ ÚNIC, S/N                           ;Camarasa              ;25692          ;LLEIDA         ;973455013      
CAMARASA                  ;C/ STA. MARIA, Nº 32                   ;Camarasa              ;25613          ;LLEIDA         ;973420341      
MENÀRGUENS                ;C/ ORFANETA, Nº 14                     ;Menàrguens            ;25139          ;LLEIDA         ;973180213      
LES AVELLANES             ;PL. ESGLÉSIA                           ;Avellanes i Santa Liny;25612          ;LLEIDA         ;973454004      
VILANOVA DE LA SAL        ;AV. NOGUERA, S/N                       ;Avellanes i Santa Liny;25612          ;LLEIDA         ;973454097      
TARTAREU                  ;C/ LA SEDA, S/N                        ;Avellanes i Santa Liny;25612          ;LLEIDA         ;973454167      
SANTA LINYA               ;CTRA. LES AVELLANES, S/N               ;Avellanes i Santa Liny;25612          ;LLEIDA         ;973454128      
BALAGUER                  ;C/ ÀNGEL GUIMERÓ, Nº 22                ;Balaguer              ;25600          ;LLEIDA         ;973446028      
BELLCAIRE D'URGELL        ;PL. MAJOR, Nº 5                        ;Bellcaire d'Urgell    ;25337          ;LLEIDA         ;973586249      
CASTELLÓ DE FARFANYA      ;C/ DEL TORRENT, Nº 22                  ;Castelló de Farfanya  ;25136          ;LLEIDA         ;973428133      
LA TORRE DE FLUVIÓ        ;C/ ABAIX, S/N                          ;Cubells               ;25737          ;LLEIDA         ;973459005      
CUBELLS                   ;C/ CASTELLA, Nº 41                     ;Cubells               ;25737          ;LLEIDA         ;973459000      
RUBIÓ                     ;C/ ESCOLES, S/N                        ;Foradada              ;25737          ;LLEIDA         ;973400095      
FORADADA                  ;PL. MAJOR, S/N                         ;Foradada              ;25737          ;LLEIDA         ;973400095      
AGULLÓ                    ;PL. MAJOR, S/N                         ;Àger                  ;25691          ;LLEIDA         ;973455013      
ÀGER                      ;C/ LA FONT, S/N                        ;Àger                  ;25691          ;LLEIDA         ;973455013      
VILAMAJOR                 ;C/ ÚNIC, S/N                           ;Àger                  ;25611          ;LLEIDA         ;973455013      
LA SENTIU DE SIÓ          ;C/ VERGE DE LA GUARDIOLA, Nº 9         ;Sentiu de Sió, La     ;25617          ;LLEIDA         ;973424058      
OS DE BALAGUER            ;AV. LLEIDA, Nº 1                       ;Os de Balaguer        ;25610          ;LLEIDA         ;973438003      
GERB                      ;PL. MAJOR, Nº 1                        ;Os de Balaguer        ;25610          ;LLEIDA         ;973449404      
EL MONESTIR DE LES AVELLAN;CTRA. DE TREMP, Nº KM. 12              ;Os de Balaguer        ;25612          ;LLEIDA         ;973438006      
PENELLES                  ;C/ CULTURA, S/N                        ;Penelles              ;25335          ;LLEIDA         ;973610443      
TÉRMENS                   ;PL. CATALUNYA, Nº 1                    ;Térmens               ;25670          ;LLEIDA         ;973181181      
BUTSÈNIT DE MONTGAI       ;PL. ESGLÉSIA, Nº 2                     ;Montgai               ;25617          ;LLEIDA         ;973430341      
ELS OMELLS DE NA GAIA     ;PL. MAJOR, Nº 1                        ;Omells de na Gaia, Els;43449          ;LLEIDA         ;973330265      
PREIXANA                  ;PL. CATALUNYA, S/N                     ;Preixana              ;25263          ;LLEIDA         ;973321037      
BELIANES                  ;PL. ESGLÉSIA, S/N                      ;Belianes              ;25266          ;LLEIDA         ;973331160      
MALDÀ                     ;PL. H. DE LA VELLESA, Nº 1             ;Maldà                 ;25266          ;LLEIDA         ;973331122      
SEANA                     ;C/ LES ESCOLES, S/N                    ;Bellpuig              ;25262          ;LLEIDA         ;973718359      
BELLPUIG                  ;C/ DIPUTACIÓ, S/N                      ;Bellpuig              ;25250          ;LLEIDA         ;973337157      
SANT MARTÍ DE MALDÀ       ;PL. MAJOR, Nº 16                       ;Sant Martí de Riucorb ;25344          ;LLEIDA         ;973331096      
ROCAFORT DE VALLBONA      ;C/ RAVAL, S/N                          ;Sant Martí de Riucorb ;25344          ;LLEIDA         ;973337157      
LLORENÇ DE ROCAFORT       ;C/ ESGLÉSIA, S/N                       ;Sant Martí de Riucorb ;25267          ;LLEIDA         ;973330286      
ROCALLAURA                ;C/ MONTSERRAT, S/N                     ;Vallbona de les Monges;25269          ;LLEIDA         ;973337157      
VALLBONA DE LES MONGES    ;C/ PRAT DE LA RIBA, Nº 1               ;Vallbona de les Monges;25268          ;LLEIDA         ;973330736      
BELLAGUARDA               ;C/ ESCOLES, Nº 12                      ;Bellaguarda           ;25163          ;LLEIDA         ;973124046      
JUNCOSA                   ;AV. ESPORTS, Nº 1                      ;Juncosa               ;25165          ;LLEIDA         ;973128090      
GRANYENA DE LES GARRIGUES ;C/ PORTAL, Nº 5                        ;Granyena de les Garrig;25160          ;LLEIDA         ;973136377      
LA GRANADELLA             ;C/ LA POBLA, Nº 74                     ;Granadella, La        ;25177          ;LLEIDA         ;973133207      
EL SOLERÀS                ;PL. ESCOLES, Nº 4                      ;Soleràs, El           ;25163          ;LLEIDA         ;973133628      
BOVERA                    ;C/ RAVAL, Nº 5                         ;Bovera                ;25178          ;LLEIDA         ;973133512      
ELS TORMS                 ;C/ ERAL, S/N                           ;Torms, Els            ;25164          ;LLEIDA         ;973128113      
LLARDECANS                ;C/ RAVAL, Nº 62                        ;Llardecans            ;25179          ;LLEIDA         ;973130288      
CASTELLDANS               ;PG. MORAGUES, Nº 23                    ;Castelldans           ;25154          ;LLEIDA         ;973120155      
L'ALBAGÉS                 ;AV. GARRIGUES, Nº 17                   ;Albagés, L'           ;25155          ;LLEIDA         ;973121156      
LA FLORESTA               ;C/ LA FONT, S/N                        ;Floresta, La          ;25413          ;LLEIDA         ;973142274      
FULLEDA                   ;C/ FORN, S/N                           ;Fulleda               ;25411          ;LLEIDA         ;973156192      
JUNEDA                    ;C/ DOMINGO CARDENAL CANTONADA          ;Juneda                ;25430          ;LLEIDA         ;973150221      
LES BORGES BLANQUES       ;C/ RAVAL DEL CARME, Nº 147             ;Borges Blanques, Les  ;25400          ;LLEIDA         ;973142033      
L'ALBI                    ;C/ ABEURADOR, Nº 1                     ;Albi, L'              ;25450          ;LLEIDA         ;973175056      
VINAIXA                   ;C/ NOU, S/N                            ;Vinaixa               ;25440          ;LLEIDA         ;973175497      
TARRÉS                    ;AV. MONTSERRAT, Nº 33                  ;Tarrés                ;25480          ;LLEIDA         ;973175620      
EL VILOSELL               ;PL. SANT SEBASTIÀ, Nº 12               ;Vilosell, El          ;25457          ;LLEIDA         ;973175266      
ELS OMELLONS              ;PL. MAJOR, Nº 13                       ;Omellons, Els         ;25412          ;LLEIDA         ;973156298      
LA POBLA DE CÉRVOLES      ;C/ DE LES SORTS, S/N                   ;Pobla de Cérvoles, La ;25471          ;LLEIDA         ;973166028      
ARBECA                    ;C/ DE L'ERAL, S/N                      ;Arbeca                ;25140          ;LLEIDA         ;973160375      
CERVIÀ DE LES GARRIGUES   ;C/ FRANCESC PALAU, Nº 1                ;Cervià de les Garrigue;25460          ;LLEIDA         ;973178124      
L'ESPLUGA CALBA           ;C/ PAU CASALS, Nº 15                   ;Espluga Calba, L'     ;25410          ;LLEIDA         ;973156127      
EL COGUL                  ;PL. DE LA VILA, Nº 4                   ;Cogul, El             ;25152          ;LLEIDA         ;973120367      
RAMBLA DE FERRAN          ;RAMBLA DE FERRAN, Nº 44                ;Lleida                ;25007          ;LLEIDA         ;973725380      
PRAT DE LA RIBA           ;AV. PRAT DE LA RIBA, Nº 56             ;Lleida                ;25004          ;LLEIDA         ;973232819      
PRIMER DE MAIG            ;C/ MERCE, Nº 5                         ;Lleida                ;25002          ;LLEIDA         ;973272446      
EIXAMPLE                  ;C/ BALMES, Nº 4                        ;Lleida                ;25006          ;LLEIDA         ;973280957      
BALAFIÀ-PARDINYES-SECÀ DE ;AV. DE L'ALCALDE RECASENS, S/N         ;Lleida                ;25005          ;LLEIDA         ;973230635      
CAPPONT                   ;MARQUÈS DE LEGANÉS, S/N                ;Lleida                ;25001          ;LLEIDA         ;973210175      
BORDETA - MAGRANERS       ;D'EN BOQUÉ, S/N                        ;Lleida                ;25001          ;LLEIDA         ;973211477      
ONZE DE SETEMBRE          ;PASSEIG L'ONZE DE SETEMBRE, Nº 10      ;Lleida                ;25005          ;LLEIDA         ;973701223      
ALPICAT                   ;C/ BOSC, S/N                           ;Alpicat               ;25110          ;LLEIDA         ;973736104      
CORBINS                   ;PL. DE LA VILA, S/N                    ;Corbins               ;25137          ;LLEIDA         ;973191169      
BENAVENT DE SEGRIÓ        ;PL. LES ESCOLES, Nº 10                 ;Benavent de Segrià    ;25132          ;LLEIDA         ;973777580      
TORREFARRERA              ;C/ VERGE MONTSERRAT, S/N               ;Torrefarrera          ;25123          ;LLEIDA         ;973750028      
ALCOLETGE                 ;C/ DOCTOR FLEMING, Nº 2                ;Alcoletge             ;25660          ;LLEIDA         ;973196397      
VILANOVA DE LA BARCA      ;C/ MAJOR, Nº 21                        ;Vilanova de la Barca  ;25690          ;LLEIDA         ;973191203      
LA PORTELLA               ;CTRA. DE LLEIDA, Nº 24                 ;Portella, La          ;25134          ;LLEIDA         ;973186220      
ROSSELLÓ                  ;AVDA. GUILLEM DE ROSSELLÓ, Nº 1        ;Rosselló              ;25124          ;LLEIDA         ;973732820      
VILANOVA DEL SEGRIÓ       ;PL. DR. VINYAS, S/N                    ;Vilanova de Segrià    ;25133          ;LLEIDA         ;973777523      
TORRE-SERONA              ;C/ MAJOR, Nº 29                        ;Torre-serona          ;25131          ;LLEIDA         ;973750347      
ALBESA                    ;C/ FERMÍ PALAU, Nº 2                   ;Albesa                ;25136          ;LLEIDA         ;973186008      
PUIGVERD DE LLEIDA        ;PL. MAJOR, Nº 7                        ;Puigverd de Lleida    ;25153          ;LLEIDA         ;973167517      
ALFÉS                     ;C/ FORN, Nº 11                         ;Alfés                 ;25161          ;LLEIDA         ;973136079      
SARROCA DE LLEIDA         ;C/ CARRETERA, Nº 10                    ;Sarroca de Lleida     ;25175          ;LLEIDA         ;973126020      
ARTESA DE LLEIDA          ;C/ BASSA, Nº 2                         ;Artesa de Lleida      ;25150          ;LLEIDA         ;973167291      
SUDANELL                  ;C/ DEL SEGRE, S/N                      ;Sudanell              ;25173          ;LLEIDA         ;973258214      
MONTOLIU DE LLEIDA        ;C/ ORIENT, Nº 3                        ;Montoliu de Lleida    ;25172          ;LLEIDA         ;973720489      
SUNYER                    ;TRAVESÍA ECOLES, S/N                   ;Sunyer                ;25174          ;LLEIDA         ;973136507      
ALCANÓ                    ;C/ MAJOR, Nº 13                        ;Alcanó                ;25162          ;LLEIDA         ;973136204      
ALBATÀRREC                ;C/ ESCOLES, Nº 1                       ;Albatàrrec            ;25171          ;LLEIDA         ;973720111      
ASPA                      ;C/ MAJOR, Nº 5                         ;Aspa                  ;25151          ;LLEIDA         ;973122077      
TORREBESSES               ;C/ MAJOR, Nº 31                        ;Torrebesses           ;25176          ;LLEIDA         ;973126312      
MIRALCAMP                 ;PL. CATALUNYA, Nº 1                    ;Miralcamp             ;25242          ;LLEIDA         ;973600800      
IVARS D'URGELL            ;PG. FELIP RODES, Nº 8                  ;Ivars d'Urgell        ;25260          ;LLEIDA         ;973580650      
SIDAMON                   ;C/ BALMES, S/N                         ;Sidamon               ;25222          ;LLEIDA         ;973560028      
PUIGGRÒS                  ;C/ NOU, S/N                            ;Puiggròs              ;25420          ;LLEIDA         ;973143531      
EL POAL                   ;PL. CATALUNYA, S/N                     ;Poal, El              ;25143          ;LLEIDA         ;973566060      
VILA-SANA                 ;PL. MAJOR, Nº 2                        ;Vila-sana             ;25245          ;LLEIDA         ;973710043      
ELS ALAMÚS                ;PL. DE L'ESGLÈSIA, S/N                 ;Alamús, Els           ;25221          ;LLEIDA         ;973199189      
EL PALAU D'ANGLESOLA      ;C/ SANT JOSEP, Nº 1                    ;Palau d'Anglesola, El ;25243          ;LLEIDA         ;973710974      
VILANOVA DE BELLPUIG      ;C/ PARE PACÍFIC, Nº 4                  ;Vilanova de Bellpuig  ;25264          ;LLEIDA         ;973324353      
BARBENS                   ;C/ JACINT VERDAGUER, S/N               ;Barbens               ;25262          ;LLEIDA         ;973718038      
BELL-LLOC D'URGELL        ;VÌA FÉRREA, Nº 5                       ;Bell-lloc d'Urgell    ;25220          ;LLEIDA         ;973717200      
CASTELLNOU DE SEANA       ;C/ CALVARI, Nº 1                       ;Castellnou de Seana   ;25265          ;LLEIDA         ;973337167      
VALLVERD                  ;C/ SANT MIQUEL, S/N                    ;Ivars d'Urgell        ;25260          ;LLEIDA         ;973580425      
TORREGROSSA               ;C/ JACINT VERDAGUER, S/N               ;Torregrossa           ;25141          ;LLEIDA         ;973170356      
LINYOLA                   ;PL. PAU CASALS, Nº 1                   ;Linyola               ;25240          ;LLEIDA         ;973714324      
ELS ARCS                  ;C/ CONVENT, S/N                        ;Bellvís               ;25144          ;LLEIDA         ;973711164      
BELLVÍS                   ;C/ MAJOR, Nº 19                        ;Bellvís               ;25142          ;LLEIDA         ;973716129      
FONDARELLA                ;MOSSÈN JESÚS HUGUET, Nº 1              ;Fondarella            ;25244          ;LLEIDA         ;973711790      
GOLMÉS                    ;PL. MAJOR, S/N                         ;Golmés                ;25241          ;LLEIDA         ;973712799      
MOLLERUSSA                ;CTRA. DE MIRALCAMP, S/N                ;Mollerussa            ;25230          ;LLEIDA         ;973711164      
VILANOVA DE L'AGUDA       ;C/ JOAQUIM DONATO, Nº 22               ;Vilanova de l'Aguda   ;25749          ;LLEIDA         ;973460927      
GUALTER                   ;C/ DEL PONT, S/N                       ;Baronia de Rialb, La  ;25747          ;LLEIDA         ;973461000      
SANAÜJA                   ;C/ BASSAL, Nº 4                        ;Sanaüja               ;25753          ;LLEIDA         ;973476066      
PONTS                     ;CTRA. DE LLEIDA, Nº 3                  ;Ponts                 ;25740          ;LLEIDA         ;973461000      
CABANABONA                ;C/ VILALTA, Nº 7                       ;Cabanabona            ;25748          ;LLEIDA         ;973461000      
OLIOLA                    ;PL. MAJOR, Nº 1                        ;Oliola                ;25749          ;LLEIDA         ;973462113      
ALMATRET                  ;C/ SAN JOAN, Nº 60-62                  ;Almatret              ;25187          ;LLEIDA         ;973138038      
SERÒS                     ;C/ RICARD VINYES, Nº 8                 ;Seròs                 ;25183          ;LLEIDA         ;973780328      
MASSALCOREIG              ;PL. DE LA ESGLÉSIA, S/N                ;Massalcoreig          ;25184          ;LLEIDA         ;973793601      
AITONA                    ;AVDA. 27 DE GENER, Nº 67               ;Aitona                ;25182          ;LLEIDA         ;973794636      
LA GRANJA D'ESCARP        ;PL. NOVA, S/N                          ;Granja d'Escarp, La   ;25185          ;LLEIDA         ;973782090      
MAIALS                    ;PL. E. SALES, S/N                      ;Maials                ;25179          ;LLEIDA         ;973130503      
MONTORNÈS DE SEGARRA      ;C/ MAJOR, S/N                          ;Montornès de Segarra  ;25340          ;LLEIDA         ;973310852      
EL TARRÒS                 ;C/ MAJOR, S/N                          ;Tornabous             ;25331          ;LLEIDA         ;973310852      
NALEC                     ;PL. AJUNTAMENT, Nº 1                   ;Nalec                 ;25341          ;LLEIDA         ;973303129      
ANGLESOLA                 ;AV. CATALUNYA, Nº 37                   ;Anglesola             ;25320          ;LLEIDA         ;973308254      
SANTA MARIA DE MONTMAGASTR;AV. CATALUNYA, S/N                     ;Tàrrega               ;25354          ;LLEIDA         ;973310852      
LA FIGUEROSA              ;PL. AJUNTAMENT, S/N                    ;Tàrrega               ;25351          ;LLEIDA         ;973310852      
EL TALLADELL              ;C/ COSTA SANT PERE, S/N                ;Tàrrega               ;25360          ;LLEIDA         ;973310852      
CLARAVALLS                ;C/ LES ESCOLES, S/N                    ;Tàrrega               ;25353          ;LLEIDA         ;973333036      
ALTET                     ;PL. ESGLÈSIA, S/N                      ;Tàrrega               ;25350          ;LLEIDA         ;973310852      
TÀRREGA                   ;C/ SALVADOR ESPRIU, S/N                ;Tàrrega               ;25300          ;LLEIDA         ;973310852      
VERDÚ                     ;PL. MAJOR, S/N                         ;Verdú                 ;25340          ;LLEIDA         ;973348122      
LA FULIOLA                ;PL. AJUNTAMENT, S/N                    ;Fuliola, La           ;25332          ;LLEIDA         ;973570697      
VILAGRASSA                ;C/ ANGLESOLA, S/N                      ;Vilagrassa            ;25330          ;LLEIDA         ;973500374      
CASTELLSERÀ               ;C/ MAJOR, Nº 39                        ;Castellserà           ;25334          ;LLEIDA         ;973610056      
CIUTADILLA                ;PL. MAJOR, Nº 4                        ;Ciutadilla            ;25341          ;LLEIDA         ;973303246      
GUIMERÀ                   ;CTRA. DE TÓRREGA, Nº 28                ;Guimerà               ;25341          ;LLEIDA         ;973303510      
TORNABOUS                 ;C/ MAJOR, S/N                          ;Tornabous             ;25331          ;LLEIDA         ;973570344      
LA GUÀRDIA                ;C/ ESCOLES, S/N                        ;Tornabous             ;25331          ;LLEIDA         ;973310852      
EL MAS DE BONDIA          ;C/ BARTOMEU, Nº 3                      ;Montornès de Segarra  ;25340          ;LLEIDA         ;973310852      
SANTA BÀRBARA             ;C/ VERGE DE MONTSERRAT, S/N            ;Santa Bàrbara         ;43570          ;TARRAGONA      ;977718016      
FREGINALS                 ;C/ ESCOLES, S/N                        ;Freginals             ;43558          ;TARRAGONA      ;977572753      
MASDENVERGE               ;C/ BALMES, S/N                         ;Masdenverge           ;43878          ;TARRAGONA      ;977718469      
ELS MUNTELLS              ;C/ TORTOSA, Nº 3                       ;Sant Jaume d'Enveja   ;43879          ;TARRAGONA      ;977479011      
AMPOSTA                   ;AV. DE CATALUNYA, Nº 78                ;Amposta               ;43870          ;TARRAGONA      ;977702890      
SANT JAUME D'ENVEJA       ;PL. FRANCESC GRAUPERA, Nº 89-91        ;Sant Jaume d'Enveja   ;43877          ;TARRAGONA      ;977468482      
GODALL                    ;C/ REVERENDA MARE TERESA BLANC, S/N    ;Godall                ;43516          ;TARRAGONA      ;977738105      
LA GALERA                 ;C/ CARASOL, S/N                        ;Galera, La            ;43515          ;TARRAGONA      ;977718788      
DELTEBRE                  ;C/ ESPORTIVA, Nº 164                   ;Deltebre              ;43580          ;TARRAGONA      ;977489691      
LA BISBAL DE FALSET       ;C/ MAJOR, Nº 7                         ;Bisbal de Falset, La  ;43372          ;TARRAGONA      ;977819030      
FLIX                      ;C/ MAJOR, Nº 76                        ;Flix                  ;43750          ;TARRAGONA      ;977412208      
MARGALEF                  ;PL. SANT MIQUEL, Nº 15                 ;Margalef              ;43371          ;TARRAGONA      ;977819167      
LA TORRE DEL ESPANYOL     ;PL. LA PAU, Nº 5                       ;Torre de l'Espanyol, L;43792          ;TARRAGONA      ;977405375      
LA PALMA D'EBRE           ;C/ MAJOR, Nº 26                        ;Palma d'Ebre, La      ;43370          ;TARRAGONA      ;977819066      
ASCÓ                      ;PL. PLACETA, S/N                       ;Ascó                  ;43791          ;TARRAGONA      ;977405385      
VINEBRE                   ;AV. QUATRE BARRES CATALANES, Nº 2      ;Vinebre               ;43792          ;TARRAGONA      ;977405807      
RIBA-ROJA D'EBRE          ;C/ DE LA RIBERA, S/N - CANTONADA SANT A;Riba-roja d'Ebre      ;43790          ;TARRAGONA      ;977416052      
ELS LIGALLOS              ;AV. CONSELLER J. NAVARRO, S/N          ;Camarles              ;43894          ;TARRAGONA      ;977471028      
CAMARLES                  ;C/ VINT-I-SIS, Nº 2                    ;Camarles              ;43894          ;TARRAGONA      ;977470561      
L'AMPOLLA                 ;PL. MANUEL FERRER, S/N                 ;Ampolla, L'           ;43895          ;TARRAGONA      ;977460601      
L'ALDEA                   ;C/ MOSSÉN ALFONSO MONFORT, S/N         ;Aldea, L'             ;43896          ;TARRAGONA      ;977451213      
EL PERELLÓ                ;C/ LLUÍS COMPANYS, Nº 20               ;Perelló, El           ;43519          ;TARRAGONA      ;977490213      
L'AMETLLA DE MAR          ;C/ LLIBERTAT, Nº 70                    ;Ametlla de Mar, L'    ;43860          ;TARRAGONA      ;977493514      
MÓRA LA NOVA              ;C/ FRANCESC MACIÀ, Nº 58               ;Móra la Nova          ;43770          ;TARRAGONA      ;977401452      
MÓRA D'EBRE               ;C/ BENET I MESSEGUER, S/N              ;Móra d'Ebre           ;43740          ;TARRAGONA      ;977401302      
MIRAVET                   ;PL. MAJOR, S/N                         ;Miravet               ;43747          ;TARRAGONA      ;977407084      
BENISSANET                ;C/ CALVARI, S/N                        ;Benissanet            ;43747          ;TARRAGONA      ;977407669      
LA SERRA D'ALMÓS          ;C/ MAJOR, Nº 19                        ;Tivissa               ;43746          ;TARRAGONA      ;977418107      
TIVISSA                   ;C/ CASERNA, Nº 3 - 4                   ;Tivissa               ;43746          ;TARRAGONA      ;977418393      
RASQUERA                  ;C/ TORTOSA, S/N                        ;Rasquera              ;43513          ;TARRAGONA      ;977409145      
GINESTAR                  ;C/ DEL RIU, S/N                        ;Ginestar              ;43748          ;TARRAGONA      ;977409297      
GARCIA                    ;AV. RIBERA, S/N                        ;Garcia                ;43749          ;TARRAGONA      ;977402716      
DARMÓS                    ;PL. MAJOR DE LA MATA, Nº 5             ;Tivissa               ;43746          ;TARRAGONA      ;977418313      
EL POBLE NOU DEL DELTA    ;PL. DEL JARDÍ, Nº 6                    ;Amposta               ;43549          ;TARRAGONA      ;977742204      
ALCANAR                   ;PG. LLUÍS COMPANYS, Nº 1               ;Alcanar               ;43530          ;TARRAGONA      ;977732432      
LES CASES D'ALCANAR       ;C/ LEPANTO, S/N                        ;Alcanar               ;43569          ;TARRAGONA      ;977735106      
SANT CARLES DE LA RÀPITA  ;AV. CONSTITUCIÓ, Nº 62                 ;Sant Carles de la Ràpi;43540          ;TARRAGONA      ;977741667      
CASERES                   ;PL. ESGLÉSIA, S/N                      ;Caseres               ;43787          ;TARRAGONA      ;977431944      
HORTA DE SANT JOAN        ;AV. GENERALITAT, Nº 14                 ;Horta de Sant Joan    ;43596          ;TARRAGONA      ;977435045      
EL PINELL DE BRAI         ;PL. CATALUNYA, Nº 1                    ;Pinell de Brai, El    ;43594          ;TARRAGONA      ;977426329      
LA POBLA DE MASSALUCA     ;C/ MAJOR, Nº 10                        ;Pobla de Massaluca, La;43783          ;TARRAGONA      ;977439724      
PRAT DE COMTE             ;C/ DEL CARME, Nº 5                     ;Prat de Comte         ;43595          ;TARRAGONA      ;977428344      
ARNES                     ;PL. DE LA VILA, Nº 1                   ;Arnes                 ;43597          ;TARRAGONA      ;977435725      
BOT                       ;C/ JOAN AMADES, Nº 7                   ;Bot                   ;43785          ;TARRAGONA      ;977428116      
LA FATARELLA              ;C/ SUÑE, Nº 3                          ;Fatarella, La         ;43781          ;TARRAGONA      ;977413760      
CORBERA D'EBRE            ;C/ SANT ROC, Nº 17                     ;Corbera d'Ebre        ;43784          ;TARRAGONA      ;977421303      
GANDESA                   ;C/ JOAN PERUCHO, S/N                   ;Gandesa               ;43780          ;TARRAGONA      ;977421245      
VILALBA DELS ARCS         ;C/ ERES, Nº 38                         ;Vilalba dels Arcs     ;43782          ;TARRAGONA      ;977438025      
BATEA                     ;AV. DE LA TERRA ALTA, Nº 58            ;Batea                 ;43786          ;TARRAGONA      ;977430318      
TIVENYS                   ;C/ ABADIA, Nº 10                       ;Tivenys               ;43511          ;TARRAGONA      ;977496163      
EL TEMPLE                 ;AVDA. DE LA GENERALITAT, S/N           ;Tortosa               ;43500          ;TARRAGONA      ;977510951      
BÍTEM                     ;C/ HEREUS DE GASSOL, S/N               ;Tortosa               ;43510          ;TARRAGONA      ;977596764      
CAMP-REDÓ                 ;C/ RAFAEL ESCARDO VALLÈS, S/N          ;Tortosa               ;43897          ;TARRAGONA      ;977597598      
EL RAVAL DE CRIST         ;C/ CASAL, Nº 1                         ;Roquetes              ;43529          ;TARRAGONA      ;977503965      
JESÚS                     ;CTRA. ROQUETES-JESÚS, S/N              ;Tortosa               ;43500          ;TARRAGONA      ;977503211      
ELS REGUERS               ;C/ SANT GREGORI, Nº 27                 ;Tortosa               ;43527          ;TARRAGONA      ;977474089      
BAIX EBRE                 ;AVDA. DE COLOM, Nº 16-20               ;Tortosa               ;43500          ;TARRAGONA      ;977502638      
ROQUETES                  ;PG. DEL CANAL, Nº 9                    ;Roquetes              ;43520          ;TARRAGONA      ;977588652      
MAS DE BARBERANS          ;C/ MOLÍ, Nº 96                         ;Mas de Barberans      ;43514          ;TARRAGONA      ;977739200      
BENIFALLET                ;C/ MARCEL Í DOMINGO, Nº 2              ;Benifallet            ;43512          ;TARRAGONA      ;977462212      
PAÜLS                     ;C/ DIPUTACIÓ, Nº 8                     ;Paüls                 ;43593          ;TARRAGONA      ;977492394      
ALFARA DE CARLES          ;C/ NOU, Nº 4                           ;Alfara de Carles      ;43528          ;TARRAGONA      ;977455092      
XERTA                     ;C/ D. MARC SANCHO, S/N                 ;Xerta                 ;43592          ;TARRAGONA      ;977473816      
ALDOVER                   ;AV. CATALUNYA, S/N                     ;Aldover               ;43591          ;TARRAGONA      ;977473422      
ULLDECONA                 ;C/ MONTSERRAT ROIG, Nº 2               ;Ulldecona             ;43550          ;TARRAGONA      ;977721322      
SANT JOAN DEL PAS         ;C/ IMMACULADA, Nº 52                   ;Ulldecona             ;43559          ;TARRAGONA      ;-              
LA SÉNIA                  ;PASSEIG DE LA CLOTADA, Nº 60           ;Sénia, La             ;43560          ;TARRAGONA      ;977570903      
EL CASTELL                ;C/ SANT JAUME, Nº 45                   ;Ulldecona             ;43550          ;TARRAGONA      ;-              
ELS VALENTINS             ;C/ MAJOR, S/N                          ;Ulldecona             ;43550          ;TARRAGONA      ;-              
LES VENTALLES             ;C/ PILAR, Nº 20                        ;Ulldecona             ;43550          ;TARRAGONA      ;-              
