Id;Codifarm;Nom;Municipi;Adreça;CP;Tipusdevia;Numerovia;Telefon;Nomabs
69333;F17001519;BORRELL BOUSIGUE/MONT BORRELL;GIRONA;CARME;17004;CARRER;127;972208809;GIRONA 1
69334;F17001526;PLA CAMA, LLUIS;GIRONA;JOAN MARAGALL;17002;CARRER;36;972206075;GIRONA 1
69335;F17001533;FOLCH CAMPS, FRANCESC;GIRONA;JAUME I;17002;AVINGUDA;61;972205905;GIRONA 1
69336;F17001540;SABRIA MESTRAS, ANNA MARIA/TRISAN SABRIA, JORDI;GIRONA;SANTA EUGENIA;17005;CARRER;163;972239905;GIRONA 2
69337;F17001558;PERACAULA DE GARRIGA, MARIA MERCE;GIRONA;CATERINA ALBERT;17001;CARRER;5;972207154;GIRONA 1
69338;F17001565;MIRALLES JIMENEZ, XAVIER;GIRONA;FERRAN PUIG;17001;RONDA;30;972208852;GIRONA 1
69339;F17001572;SIMON BOMBI, AGUSTI;GIRONA;CREU;17002;CARRER;42;972204273;GIRONA 3
69340;F17001580;VILA SURRIBAS, RAFAEL;GIRONA;FRANCESC CIURANA;17002;CARRER;25;972208931;GIRONA 3
69341;F17001597;MALLOLAS JUAN, J./MALLOLAS  JIMENEZ;FIGUERES;AVINYONET;17600;CARRER;26;972504557;FIGUERES
69342;F17001607;PERPINYA GOMBAU, MAGDALENA;LLORET DE MAR;JOAN BAPTISTA LAMBERT;17310;CARRER;34;972365877;LLORET DE MAR*
69343;F17001614;CABAÑAS SALAMERO, MARIA;LLORET DE MAR;JUST MARLES;17310;CARRER;66;972365796;LLORET DE MAR*
69344;F17001621;REY HARGUINDEY, M. RITA;FIGUERES;PUJADAS;17600;CARRER;20;972500054;FIGUERES
69345;F17001639;VICENTE ROCA, SILVIA DE;FIGUERES;ENRIC SANS;17600;CARRER;2;972501075;FIGUERES
69346;F17001646;FELIU RUIZ, JOAN;GIRONA;CAMPCARDÓS;17006;CARRER;37-39;972231602;GIRONA 2
69347;F17001653;ALABAU CALVET,CHANTAL/CASAS BIGORRA,FRANCESC/LOPEZ LORENZO,MONICA;GIRONA;SANT SEBASTIA;17005;CARRER;36;972240390;GIRONA 2
69348;F17001660;CENDRA COLOMER, LLUIS;ESCALA L';AVE MARIA;17130;CARRER;03-maig;972770477;ESCALA,L'
69349;F17001678;CORRETGER RUHI,SUSANNA;GIRONA;CREU DE PALAU;17001;CARRER;5;972205979;GIRONA 3
69350;F17001685;RIGALL CARRE, CARME;FIGUERES;MARIGNANE;17600;AVINGUDA;26-28;972502689;FIGUERES
69351;F17001692;BOLADERAS SUAREZ,ELISA/FIGUERAS MONER,FRANCESCA;GIRONA;D'OLOT;17007;PASSEIG;22;972400414;GIRONA 2
69352;F17001702;ADELL CREIXELL, MARIA TERESA;BLANES;ANSELM CLAVE;17300;CARRER;84;972331656;BLANES
69353;F17001710;BARTRINA NOGUE, MARIA DOLORS/VIVES ROIG, NURIA;BLANES;JOAN CARLES I;17300;AVINGUDA;4;972331978;BLANES
69354;F17001727;BONMATI CASTELLA, ADELA;ANGLES;LA VERNEDA;17160;CARRER;57;972420889;ANGLES*
69355;F17001734;CANAL BELLVEHI, MARC;GIRONA;MARQUES DE CALDES DE MONTBUI;17003;CARRER;57;972212139;GIRONA 3
69356;F17001741;CABAÑAS RODRIGUEZ, CRISTINA;LLORET DE MAR;AMERICA;17310;AVINGUDA;27;972365798;LLORET DE MAR*
69357;F17001759;TALLADA MATEU, ELVIRA;LLORET DE MAR;CATALUNYA;17310;AVINGUDA;6;972369303;LLORET DE MAR*
69358;F17001766;FELIU BASSOLS, ANGELS I CARME;OLOT;SANTA PAU;17800;CARRETERA;10-des;972261079;OLOT
69359;F17001773;SANCHEZ SAN FULGENCIO, NIEVES;PALAFRUGELL;PIRROIG (CALELLA);17200;CARRER;23;972615859;PALAFRUGELL
69360;F17001780;DIAZ CAPMANY JOSEP MA;FIGUERES;PEIXOS (VILATENIM);17600;CARRER;5;972503894;FIGUERES
69361;F17001798;COMAS IZQUIERDO, CARLES;CORÇA;COSTA BRAVA;17121;AVINGUDA;2;972630083;BISBAL DE L,EMPORDA,LA
69362;F17001808;SELVA PEREZ/DOLS SELVA;ALP;NORD;17538;CARRER;17;972890201;CERDANYA
69363;F17001815;GOÑI DOMENECH, MA. JOSEFA;BISBAL D'EMPORDA LA;JOSEP IRLA;17100;AVINGUDA;14-16;972640151;BISBAL DE L,EMPORDA,LA
69364;F17001822;NIETO ROMERAL, MA SOLEDAD;SALT;ANGEL GUIMERA;17190;CARRER;75;972233645;SALT
69365;F17001830;REIXACH VILLEGAS,MARTA/TRIAS MARCET,SUSANNA/RUBAU RIERA,M.ANGELA/TARRES SUÑER,ANNA MARIA;PALAFRUGELL;SAGUNTO;17200;CARRER;36;972300000;PALAFRUGELL
69366;F17001847;NOGUER MARTORELL, MARINA;PALAFRUGELL;TORROELLA;17200;CARRER;50;972301766;PALAFRUGELL
69367;F17001854;GOU CLAVERA/MASO GOU;OLOT;SANTA COLOMA;17800;AVINGUDA;87;972261344;OLOT
69368;F17001861;PRAT MONGUIO, ELOI;SANT FELIU DE GUIXOLS;PERE CAMISO;17220;CARRER;2;972322248;SANT FELIU DE GUIXOLS
69369;F17001879;RIERA PORTELL, CATALINA/FINA RIERA, ESTER;GIRONA;ANDREU TUYET DE SANTAMARIA;17003;CARRER;16;972212882;GIRONA 3
69370;F17001886;RIERA BAIGORRI, MARIA CARME;RIPOLL;TARRAGONA;17500;CARRER;12;972701509;RIPOLL-SANT JOAN DE LES ABADESSES
69371;F17001893;CAMPASOL TEIXIDOR,PILAR/FRIGOLA CAMPASOL,MARIA;GIRONA;JOSEP MA.PRAT (GERMANS SABAT);17007;CARRER;4;972214534;GIRONA 4
69372;F17001903;IBAÑEZ AVIÑO, LAURA;SANT GREGORI;GIRONA;17160;AVINGUDA;9;972428205;GIRONA 4
69373;F17001910;ROCA COMA, ROSA;RIPOLL;BARCELONA;17500;CARRETERA;38;972701490;RIPOLL-SANT JOAN DE LES ABADESSES
69374;F17001928;OLIVE VIDAL, ISABEL;SANT FELIU DE GUIXOLS;PALAMOS;17220;CARRETERA;74;972320109;SANT FELIU DE GUIXOLS
69375;F17001935;FINA RIERA, ANNA;GIRONA;SANT NARCIS;17005;AVINGUDA;111;972232601;GIRONA 2
69376;F17001942;MAZO CAMPS, FRANCESC;LLORET DE MAR;VENECIA;17310;CARRER;75;972366155;LLORET DE MAR*
69377;F17001950;ALVAREZ REVERTER/ROSANES ALVAREZ;PALAMOS;XALOC;17230;CARRER;27;972315831;PALAMOS
69378;F17001967;BLANCO MARINE, ANNA MA.;SARRIA DE TER;FEDERICO GARCIA LORCA;17840;RAMBLA;8;972170030;SARRIA DE TER
69379;F17001974;MUNTALT BRUGUES, FRANCESC XAVIER;SANT HILARI SACALM;BUSQUET I PUNSET;17403;CARRER;43;972869049;ARBUCIES/ST.HILARI*
69380;F17001981;GRATACOS NOU, MONTSERRAT/PANIAGUA GRATACOS,MAR;ROSES;DE LLEVANT;17480;PLAÇA;6;972257849;ROSES
69381;F17001999;CROSAS CASALPRIM, JUDITH;CASTELLO D'EMPURIES;ALFONS XIII;17486;CARRER;14;972250108;ROSES
69382;F17002008;CASTELLO CUGAT, RAMON;TOSSA DE MAR;FERRAN AGULLO;17320;AVINGUDA;12;972341303;LLORET DE MAR*
69383;F17002015;RAMON CONTRERAS, BORJA;BLANES;VILLA DE MADRID;17300;AVINGUDA;17;972334403;BLANES
69384;F17002022;FAJA CANADELL, SUSANNA;OLOT;SANT FELIU;17800;CARRER;36;972265819;OLOT
69385;F17002030;PRAT VILA, MONTSERRAT/MATILLO PRAT, GUILLEM;PRESES LES;SANTA COLOMA;17178;CARRETERA;25;972693308;OLOT
69386;F17002047;GONZALEZ DAPRESA, CONSTANTI;ROSES;GRAN VIA PAU CASALS;17480;CARRER;206;972257193;ROSES
69387;F17002054;GRATACOS AGULLO, JOAN;BANYOLES;MOSSEN CONSTANS;17820;CARRER;180;972572433;BANYOLES*
69388;F17002061;UTZET CIVIT, M. VICTORIA;CASTELL-PLATJA D'ARO;CAVALL BERNAT;17250;AVINGUDA;95;972817768;SANT FELIU DE GUIXOLS
69389;F17002079;ABEL VERGES, NURIA;VALL DE BIANYA LA;OLOT;17813;CARRETERA;21;972290935;SANT JOAN LES FONTS
69390;F17002086;CREIXELL TURON, MAR/MONTSERRAT TURON BELLSOLELL-HEREUS-;BLANES;CA L'AGUIDO, ESCALA B;17300;CARRER;S/N;972334701;BLANES
69391;F17002093;ORDIS TRULLS, OLGA;SALT;PAIS0S  CATALANS;17190;PASSEIG;65;972237704;SALT
69392;F17002103;D'OCON NAVAZA, JOAQUIN;RIELLS I VIABREA;SANTA FE;17404;CARRER;5;938472294;BREDA-HOSTALRIC
69393;F17002110;ESCATLLAR SAGRERA, JOSEFINA;SALT;GUILLERIES;17190;CARRER;60;972230103;SALT
69394;F17002128;PEREZ GONZALEZ, ANTONIA;QUART;GIRONA;17242;CARRETERA;27;972469003;CASSA DE LA SELVA
69395;F17002135;SOLER MATABOSCH, MA TERESA;SANTA PAU;D'OLOT;17811;AVINGUDA;15;972680159;OLOT
69396;F17002142;BIEL SANZ, MA. MERCE;LLIVIA;FREDERIC BERNADES;17527;CARRER;20;972896120;CERDANYA
69397;F17002150;GOMEZ GIL, PERE-LLUIS;VILAFANT;COMERÇ;17740;CARRER;15;972506274;VILAFANT*
69398;F17002167;CAMPS SOLER, ANNA ROSA;RIUDELLOTS DE LA SELVA;ESTACIO;17457;CARRER;37;972477388;CASSA DE LA SELVA
69399;F17002174;RIBAS FIGUERAS, NURIA;VILABERTRAN;CATALUNYA;17760;PLAÇA;2;972509419;PERALADA
69400;F17002181;MIR NEGRE, NURIA;PARLAVA;MATABOU;17133;CARRER;2;972769129;BISBAL DE L,EMPORDA,LA
69401;F17002199;TORRES GONZALEZ, JOSEP;PORQUERES;SANT ANDREU;17834;CARRER;20;972572799;BANYOLES*
69402;F17002209;GUIXERES PUIG, MONTSERRAT;GIRONA;DE SANT FELIU;17004;CARRETERA;23;972211815;GIRONA 3
69403;F17002216;TRAVERIA PADROS, TERESA;SANT PAU DE SEGURIES;GUARDIA;17864;CARRER;4;972747119;CAMPRODON
69404;F17002223;YMBERT PELLEJA, HELENA;VILAJUIGA;MARGINEDA;17493;PLAÇA;3;972530312;PERALADA
69405;F17002230;MAS DE XAXARS GASSO, IRENE;NAVATA;D'OLOT;17744;CARRETERA;40;972565097;VILAFANT*
69406;F17002248;MONTALBAN VILAS, BEGONYA;MONT-RAS;TORRES JONAMA;17253;CARRER;15;972304959;PALAFRUGELL
69407;F17002255;CASAS BLANCO, M. IMMACULADA DE LAS;MAÇANET DE CABRENYS;DE  LA VILA;17720;PLAÇA;11;972544015;JONQUERA,LA*
69408;F17002262;ISAMAT BALCELLS, JOAQUIM;SANT JAUME DE LLIERCA;MAJOR;17854;CARRER;25;972687201;BESALU
69409;F17002270;PARAROLS COSTA, PILAR/PEREZ PARAROLS,ANNA;FORNELLS DE LA SELVA;NARCIS MONTURIOL;17458;CARRER;01-març;972476330;SALT
69410;F17002287;TURON PAGES, ESTHER/TURON PAGES,CRISTINA;PALAU-SAVERDERA;DE LA COSTA;17495;CARRETERA;5;972530392;ROSES
69411;F17002294;COMAS BERGUA, MARIA TERESA;ULLA;LA ROQUETA;17140;CARRER;1;972757101;TORROELLA DE MONTGRI
69412;F17002304;BRUNSO TEIXIDOR,JOSEP;SANT JULIA DE RAMIS;BANYOLES;17481;CARRETERA;15;972170493;SARRIA DE TER
69413;F17002311;PLA-GIRIBERT PONS, MONTSERRAT;SANT JORDI DESVALLS;BAIX;17464;CARRER;5;972798102;SARRIA DE TER
69414;F17002329;MARCE BADOSA, NURIA;FORTIA;VILASACRA;17469;CARRETERA;S/N;972953405;FIGUERES
69415;F17002336;SERRA RIGAU, MA MERCE;VILABLAREIX;SANTA COLOMA;17180;CARRETERA;90;972232605;SALT
69416;F17002350;PUIGDEVALL DALMAU PIETAT;CABANES;ESCOLES;17761;CARRER;10;972509851;PERALADA
69417;F17002368;CASADEMONT CORONAS, ANNA;LLERS;SANT QUIRZE;17730;CARRER;1;972528204;VILAFANT*
69418;F17002382;PINADELL GIRALT ROSER;AGULLANA;JOSEP SERRA;17707;CARRER;S/N;972535237;JONQUERA,LA*
69419;F17002390;FREIXES SANJUAN, REMEI;VILA-SACRA;DE L'ESGLESIA;17485;PLAÇA;7;972511216;FIGUERES
69420;F17002400;COLL COLLET, NURIA;SANT MIQUEL DE FLUVIA;FIGUERES;17475;CARRER;S/N;972568219;BASCARA
69421;F17002417;HORTALA DANIEL,MA.FARNERS;LLANÇA;CASTELLAR (EL PORT DE LLANÇA);17490;CARRER;2;972381496;LLANÇA
69422;F17002424;PAGES MOLAS, ANNA MA;SERINYA;NOU;17852;CARRER;S/N;972593158;BANYOLES*
69423;F17002431;COLLS BROSSA, M. CARME;ALBONS;DR. MARTI;17136;CARRER;S/N;972788300;ESCALA,L'
69424;F17002449;ALBRICH PLANA, ESTHER;MONTAGUT I OIX;FONT;17855;CARRER;6;972687088;BESALU
69425;F17002456;FELEZ VIDAL, MONTSERRAT;CASTELL-PLATJA D'ARO;SANTA CRISTINA-PLATJA D'ARO;17250;CARRETERA;68;972818543;SANT FELIU DE GUIXOLS
69426;F17002463;GISPERT ESPADALE, JORDI;FORALLAC;CARME CARLES;17410;CARRER;16;972642287;BISBAL DE L,EMPORDA,LA
69427;F17002470;TABERNER MUNDET, M. LOURDES;FIGUERES;SANTA LLOGAIA;17600;CARRER;15-17;972511266;FIGUERES
69428;F17002488;FRIGOLE OLIVER, M. CARME;CAMOS;CAMOS;17834;CARRETERA;14;972574224;BANYOLES*
69429;F17002495;MEDINA BONORA, M. JOSEP;SANT JULIA DEL LLOR I BONMATI;SANT RAMON (BONMATI);17164;CARRER;2;972422231;ANGLES*
69430;F17002505;PI HERRERO, PIETAT;VILAMALLA;NACIONAL II A, Km.2;17469;CARRETERA;S/N;972526073;VILAFANT*
69431;F17002512;CASAS BASCO, MONTSERRAT;ROSES;GOLA ESTANY;17480;AVINGUDA;27;972255658;ROSES
69432;F17002544;ALDRICH TOMAS, AGNES;LLADO;MAJOR;17745;PLAÇA;4;972565103;VILAFANT*
69433;F17002569;ALABALL RADRESA, CAROLINA;TORROELLA DE MONTGRI;GRECIA (L'ESTARTIT);17257;AVINGUDA;14;972750524;TORROELLA DE MONTGRI
69434;F17002583;BAGUE ROVIRAS, MARIA SARA;BELLCAIRE D'EMPORDA;TER VELL;17141;CARRER;S/N;972788471;ESCALA,L'
69435;F17002590;FABREGAS REBOLLO, ESTEVE;LLORET DE MAR;VIDRERES;17310;AVINGUDA;123 A;972362206;LLORET DE MAR*
69436;F17002600;PLANAS MORET, MA. ROSA;ESCALA L';RIELLS;17130;AVINGUDA;18;972771473;ESCALA,L'
69437;F17002632;MORELL OLIVE, GLORIA;BLANES;CATALUNYA;17300;AVINGUDA;12;972337445;BLANES
69438;F17002640;RUHI BRUNSO, NATALIA;FONTCOBERTA;BANYOLES;17833;CARRETERA;14;972573215;BANYOLES*
69439;F17002657;REVILLA ESTRACH, MARIA ANGELES;COLERA;MAR;17469;AVINGUDA;78;972389212;LLANÇA
69440;F17002664;SANCHEZ GALINDO, MARIA VICTORIA;SANT FELIU DE BUIXALLEU;DE GRIONS;17451;CARRETERA;29;972865323;BREDA-HOSTALRIC
69441;F17002671;CUBARSI DEULONDER,ANNA MA.;BANYOLES;FIGUERES;17820;CARRER;41;972582735;BANYOLES*
69442;F17002689;FAJOL AYNIER, DOLORS;CASTELLO D'EMPURIES;JOAN CARLES (EMPURIABRAVA);17487;CARRER;78 B;972451664;ROSES
69443;F17002696;MALLOL MARCO, BEGOÑA;PUIGCERDA;VILALLOVENT;17520;CARRER;4;972882451;CERDANYA
69444;F17002706;GUILLEM PLANELLA, RAQUEL;BLANES;LOS PAVOS;17300;AVINGUDA;30;972351150;BLANES
69445;F17002713;SANS RUBIO, JOAN;OLOT;RAMON BARNADES;17800;CARRER;2;972270241;OLOT
69446;F17002720;MARTINEZ BADAL, BIBIANA/ROCA YGLESIAS,MARTI;ROSES;GRAN VIA DE PAU CASALS;17480;CARRER;20;972254802;ROSES
69447;F17002738;ARQUE BARIOS, ALBERT;CASTELL-PLATJA D'ARO;PLATJA D'ARO;17250;AVINGUDA;297;972822971;SANT FELIU DE GUIXOLS
69448;F17002745;BERTRAN MORERA, MONTSERRAT;AVINYONET DE PUIGVENTOS;SIMO LLAUNETA;17742;CARRER;41;972546260;VILAFANT*
69449;F17002752;PUIG GOMEZ, MARIA NEUS;CRUILLES,MONELLS,ST.SADURNI;DE LA CREU;17116;PLAÇA;1;972643284;BISBAL DE L,EMPORDA,LA
69450;F17002777;SANCHEZ BALLESTER. NURIA;VENTALLO;ARBRE SEC;17473;CARRER;S/N;872004028;ESCALA,L'
69451;F17002784;PITA GONZALEZ, FERNANDA;GIRONA;LLUIS PERICOT;17003;AVINGUDA;35;972224838;GIRONA 3
69452;F17002791;DEVESA BORRELL, GLORIA;PALS;DE LA PLATJA (MASOS DE PALS);17256;CARRETERA;103;972667730;PALAFRUGELL
69453;F17002801;URQUIZU ARANAGA, MARIA JOSEP;CALONGE;CATALUNYA;17251;AVINGUDA;S/N;972661693;PALAMOS
69454;F17002819;COLOMER COLL,PILAR;CADAQUES;PORT LLIGAT;17488;CARRETERA;S/N;972258932;ROSES
69455;F17002826;BALERI BOSCH, ELISABET;CASSA DE LA SELVA;MARINA;17244;CARRER;113;972461159;CASSA DE LA SELVA
69456;F17002833;JUANOLA RIBERA, ALEXANDRE;GIRONA;SANT JOAN BOSCO;17007;CARRER;23;972204193;SARRIA DE TER
69457;F17002840;MENDIETA FITER, ANTONI;PALAFRUGELL;PERE PASCUET (LLAFRANC);17200;CARRER;37;972302770;PALAFRUGELL
69458;F17002865;RAMOS MOUGAN, CARMEN MARIA;GER;VELLA;17539;CARRETERA;S/N;972147059;CERDANYA
69459;F17002872;MONT GORGOT, JOSEP;VILAFANT;NAVATA;17740;CARRER;02-abr;972671591;VILAFANT*
69460;F17002880;CAMPRUBI FALCO, GEMMA;SANT JOAN DE LES ABADESSES;RAMON D'URG;17860;CARRER;56;972722226;RIPOLL-SANT JOAN DE LES ABADESSES
69461;F17002897;GRANELL ORTELLS, CLIMENT DE PAULA;CALONGE;COSTA BRAVA;17252;AVINGUDA;06-ag;972652705;PALAMOS
69462;F17002914;QUINTANA VILA, SANTIAGO;CASTELL-PLATJA D'ARO;S'AGARO, BAIXOS I PIS, LOCAL 2;17250;AVINGUDA;55;972819683;SANT FELIU DE GUIXOLS
69463;F17002921;MUÑOZ CUBILLO, JOSE M.;SALT;PAISOS CATALANS;17190;CARRER;145;972243412;SALT
69464;F17002939;ARAGAY CAMPS, ROSER;SANT JULIA DE RAMIS;DR. FLEMING (MEDINYA);17481;CARRER;3;972498186;SARRIA DE TER
69465;F17002946;MENENDEZ DE ALVARE RODRIGUEZ, MARIANO RODOLFO;CASTELLO D'EMPURIES;PORT BANYULS;17487;CARRER;1;972452095;ROSES
69466;F17002953;GRIMA AULET, DOLORS;BLANES;GIRALDA;17300;CARRER;3;972337010;BLANES
69467;F17002960;MASSAGUER COMAS, MARTA;VALL-LLOBREGA;CAMI RAL;17230;CARRER;1;972318096;PALAMOS
69468;F17002978;NEBOT GIRALT, ARIADNA;GIRONA;DE FRANÇA;17007;AVINGUDA;40;972410938;GIRONA 4
69469;F17003001;TIBAU LOPEZ, MARIA;LLORET DE MAR;L'ANGEL;17310;CARRER;22;972371075;LLORET DE MAR*
69470;F17003019;VIDAL PRUJA, LIDIA;LLANARS;CATALUNYA;17869;CARRER;25;972130417;CAMPRODON
69471;F17003033;SENDRA VIVES, GEMMA;AIGUAVIVA;CIRCUMVAL·LACIO;17181;CARRER;3;972241254;SALT
69472;F17003040;COLL TEIXIDOR, M DOLORS;LLAMBILLES;DE SANT FELIU DE GUIXOLS;17243;CARRETERA;4;972468073;CASSA DE LA SELVA
69473;F17003058;SOLA POU, ANNA/JOANMIQUEL NADAL, RAMON;SANTA COLOMA DE FARNERS;FRANCESC MORAGAS;17430;CARRER;84;972843458;SANTA COLOMA DE FARNERS
69474;F17003065;SAURI MASGRAU,JOAN;LLAGOSTERA;CONSELLERS;17240;CARRER;28;972832918;CASSA DE LA SELVA
69475;F17003072;CAMPS FONT, JORDI;CASTELLO D'EMPURIES;MARINADA (SECTOR PUIGMAL) EMPURIABRAVA;8487;CARRER;40-4B;972450209;ROSES
69476;F17003080;LORES CATALAN, M CARMEN;TOSSA DE MAR;ENRIC GRANADOS, LOCAL 17;17320;CARRER;01-set;972341172;LLORET DE MAR*
69477;F17003097;TALLADA MATEU, MONTSERRAT;LLORET DE MAR;JUST MARLES;17310;AVINGUDA;5;972372868;LLORET DE MAR*
69478;F17003107;CANOVAS MORERA, SILVIA;LLORET DE MAR;SANT PERE;17310;CARRER;76;972367960;LLORET DE MAR*
69479;F17003114;CUY PRAT, TERESA;CAMPDEVANOL;DE L'ESTACIO;17530;AVINGUDA;7;972730651;RIBES DE FRESER-CAMPDEVANOL
69480;F17003121;VILARDELL FAJULA, JULIA;VIDRERES;GIRONA, LOCAL B;17411;CARRER;37;972875009;SILS/VIDRERES/MAÇANET
69481;F17003139;BARBA ESTANY,IMMA/FONT COLL, MARINA;PALAFRUGELL;GENERALITAT;17200;AVINGUDA;32;972308415;PALAFRUGELL
69482;F17003146;BORRAS FRANCOS, XAVIER;LLORET DE MAR;MARIA AURELIA CAPMANY;17310;CARRER;02-abr;972377403;LLORET DE MAR*
69483;F17003153;TORRES ARENY, SONIA;BEGUR;FORGAS;17255;PLAÇA;11;972623760;PALAFRUGELL
69484;F17003160;FOLCH RUBAU, FRANCESC;CALDES DE MALAVELLA;SANTA MARIA;17455;CARRER;28;972472794;CASSA DE LA SELVA
69485;F17003178;SIMON BOSCH, BERTA;LLAGOSTERA;GIRONES, LOCAL B;17240;AVINGUDA;8;972832185;CASSA DE LA SELVA
69486;F17003185;MARGALEF GIRONES, MARIA MERCE;PALAMOS;VINCKE;17230;CARRER;20;972312715;PALAMOS
69487;F17003192;CELRA FRIGOLE, MONTSERRAT;ROSES;CAP NORFEU;17480;CARRER;45-49;972570424;ROSES
69488;F17003202;PEÑA RIERA, MARIA DE LA;SANT FELIU DE GUIXOLS;CUBIAS;17220;CARRER;maig-17;972322470;SANT FELIU DE GUIXOLS
69489;F17003210;SANZ DA SILVA, ANA ROSA;PALAMOS;CATALUNYA;17230;AVINGUDA;3;972316197;PALAMOS
69490;F17003227;MAZO RIERA, ANNA;MAÇANET DE LA SELVA;FIRA;17412;CARRER;33;650163521;SILS/VIDRERES/MAÇANET
69491;F17003234;BIRAUD. DAMIEN;VIDRERES;JOSEP PLA;17411;CARRER;84;972875666;SILS/VIDRERES/MAÇANET
69492;F17003241;KAUR, SIMRATH;CALONGE;JOSEP MARIA VILASECA;17251;CARRER;73;972662950;PALAMOS
69493;F17003259;BRUNSO CASELLAS, MARIA DOLORS;GIRONA;DE TAIALA;17007;CARRETERA;17;972213601;GIRONA 4
69494;F17003266;BUXALLEU MIRANGELS, CARME;BREDA;D'ARBUCIES;17400;CARRETERA;83;972871002;BREDA-HOSTALRIC
69495;F17003273;BOSCH PUJOLAR, MARTA;ROSES;TARRAGONA, LOCAL C;17480;AVINGUDA;93-95;972256588;ROSES
69496;F17003280;SIMON BONET, ANNA;SANT FELIU DE GUIXOLS;VALENCIA;17220;CARRER;37;972322960;SANT FELIU DE GUIXOLS
69497;F17003298;MARINE SERRA, CARLES;PALAFRUGELL;AMPLE;17200;CARRER;55;972303488;PALAFRUGELL
69498;F17003308;HARO PORCAR, EVA;ROSES;GRAN VIA PAU CASALS;17480;CARRER;85-87;972256375;ROSES
69499;F17003315;FERRER BARTRA, MONTSERRAT;TORROELLA DE MONTGRI;DE L'ESTARTIT;17257;CARRETERA;S/N;972757115;TORROELLA DE MONTGRI
69500;F17003322;THOMAS FERRER, ISABEL;PALAFRUGELL;POMPEU FABRA;17200;AVINGUDA;134;972302642;PALAFRUGELL
69501;F17003330;BORES DOMENECH, JOSEP MARIA;CALONGE;JOSEP MUNDET;;PASSEIG;33;972651634;PALAMOS
69502;F17003347;SORIANO BARRUFET, ABEL;ARBUCIES;MOSSEN SEGIMON FOLGUEROLES;17401;CARRER;45;972860444;ARBUCIES/ST.HILARI*
69503;F17003354;VAZQUEZ FRANCH, VIVIANA;ROSES;PEP VENTURA;17480;CARRER;23-25;972254959;ROSES
69504;F17003361;BALERI BOSCH, MARIA TERESA;SALT;PLA DE SALT;17190;CARRER;15;972441001;SALT
69505;F17003379;PONS LOPEZ, EVA/GASCON RAMIREZ,MARINA;PALAMOS;PRESIDENT MACIA;17230;CARRER;13;972316329;PALAMOS
69506;F17003386;ROIG SMAGGHE, FLORENCIA;ROSES;RIERA GINJOLERS (LOCAL 2);17480;CARRER;109-111;972535246;ROSES
69507;F17003393;CASANOVAS SOLE, MARIA TERESA;SANT FELIU DE GUIXOLS;CANIGO;17220;CARRER;16;972325011;SANT FELIU DE GUIXOLS
69508;F17003403;MARTINEZ PUIG, JORDI;MAÇANET DE LA SELVA;VIDRERES;17412;CARRER;6;972859243;SILS/VIDRERES/MAÇANET
69509;F17003410;LAGUILLO SALA, ANNA;CASSA DE LA SELVA;PROVINCIAL;17244;CARRETERA;289;972464555;CASSA DE LA SELVA
69510;F17003428;GONZALEZ-HUIX ESPASA, SERGI;ARBUCIES;DOCTOR TURON;17401;PLAÇA;9;972162181;ARBUCIES/ST.HILARI*
69511;F17003435;JUANOLA FERRERONS, ROSA MARIA;GIRONA;FORT ROIG (BAIIXOS 8);17007;RONDA;15-20;972228711;GIRONA 1
69512;F17003450;ALSINA ARGELES, MARIO;CASTELLO D'EMPURIES;SANTA CLARA;17486;CARRER;43;972250027;ROSES
69513;F17003467;CAPELL VIDAL, MARCEL;TOSSA DE MAR;PAU CASALS;17320;RAMBLA;des-20;972340208;LLORET DE MAR*
69514;F17003474;MIQUEL IZQUIERDO/LLORENTE CERVERA;SANT FELIU DE GUIXOLS;SARAGOSSA (ESCALA 1, BAIXOS 8);17220;AVINGUDA;21-27;972320959;SANT FELIU DE GUIXOLS
69515;F17003481;PLANAS PUJOL, XENIA;CALDES DE MALAVELLA;DE LLAGOSTERA;17455;CARRETERA;29;972471110;CASSA DE LA SELVA
69516;F17003499;PUJOLRAS IGLESIAS, MONTSERRAT;SANTA COLOMA DE FARNERS;FRANCESC MORAGAS;17430;CARRER;31;972843624;SANTA COLOMA DE FARNERS
69517;F17003509;FORNELLS PAGES, SUSANNA;CASTELLO D'EMPURIES;PLA DE ROSES  (EMPURIABRAVA);17487;CARRER;15A;972452078;ROSES
69518;F17003516;NOGUERA NIETO, SOLEDAD;SALT;MARQUES DE CAMPS;17190;PASSEIG;20;972232578;SALT
69519;F17003523;AULADELL SOLIVA, TERESA;SILS;MAJOR;17410;CARRER;09-nov;972168068;SILS/VIDRERES/MAÇANET
69520;F17003530;FOLCH RUBAU, ELISABET;GIRONA;XAVIER CUGAT;17007;RAMBLA;1;872081892;GIRONA 4
69521;F17003548;LLADO, MARIA JOSE;LLORET DE MAR;PASSAPERA;17310;AVINGUDA;23;972376412;LLORET DE MAR*
69522;F17003555;ESPINET RIUS, IMMACULADA;LLORET DE MAR;CARME;17310;CARRER;46;972365047;LLORET DE MAR*
69523;F17003562;SUREDA CAMPS, ANNA;SANTA COLOMA DE FARNERS;DE SILS;;CARRETERA;1;972841195;SANTA COLOMA DE FARNERS
69524;F17003570;ALTIMIR PAU, FRANCESC XAVIER;BLANES;EUROPA;17300;AVINGUDA;27;972355000;BLANES
