Id;Codifarm;Nom;Municipi;Adreça;CP;Tipusdevia;Numerovia;Telefon;Nomabs
69525;F17003587;MASETE MARTINEZ, MIQUEL;LLORET DE MAR;VALENTI ALMIRALL;17310;CARRER;12;972362371;LLORET DE MAR*
69526;F17003594;MUNTANE MANAUT, NURIA;PUIGCERDA;BARCELONA;17520;PLAÇA;3;972883714;CERDANYA
69527;F17003604;DOMENECH POL, NEUS;SALT;LLEVADORES (LOCAL 1);17190;CARRER;07-set;972439935;SALT
69528;F17003611;FABREGA DILME, MARIA;BANYOLES;PAÏSOS CATALANS;17820;AVINGUDA;247;972583801;BANYOLES*
69529;F17003629;SOTO RODRIGUEZ,CAROLINA/GRUART ABRAS,CARLA;LLAGOSTERA;GARBI;17240;CARRER;5;972831463;CASSA DE LA SELVA
69530;F17003636;CORBALAN PRAT, MIREIA;TORROELLA DE MONTGRI;CATALUNYA;17257;PASSEIG;21;972760149;TORROELLA DE MONTGRI
69531;F17003643;MIQUEL CASALS, MARIA;CASTELL-PLATJA D'ARO;SANTIAGO RUSIÑOL;17250;CARRER;S/N;972817560;SANT FELIU DE GUIXOLS
69532;F17003650;BATLLORI DELLONDER, MARTA;CELRA;DE JUIA;17460;CARRETERA;64;972493552;CELRA
69533;F17003668;MORERA PONS, SUSANA;LLORET DE MAR;JOSEP PLA CASADEVALL;17310;CARRER;9;972377525;LLORET DE MAR*
69534;F17003675;RICO FONT, EDUARD;VIDRERES;COSTA BRAVA;17411;CARRER;65;972851515;SILS/VIDRERES/MAÇANET
69535;F17003682;HIJA GILABERT, ELISABET, DE LA;LLORET DE MAR;COMTE RAMON BORRELL, LOCAL 3;17310;CARRER;06-ag;972362689;LLORET DE MAR
69536;F17003690;MAGRANS AROLA, ROSA MARIA;SANTA CRISTINA D'ARO;RIDAURA;17246;AVINGUDA;14;972282383;SANT FELIU DE GUIXOLS
69537;F17003700;ALDEHUELO HARO, GLORIA;SALT;ESTEVE VILA;17190;CARRER;1;972978376;SALT
69538;F25000226;SOLE CHANDRE, MARTA;AGRAMUNT;SIO;25310;CARRER;28;973390087;AGRAMUNT
69539;F25000339;SIMONA DODUT, VALERIA;AGRAMUNT;ANGEL GUIMERA;25310;CARRER;16-18;973390428;AGRAMUNT
69540;F25000441;MACIA PARISI, TERESA;ALBESA;MAJOR;25135;PLAÇA;4;973186033;LLEIDA RURAL-1 NORD
69541;F25000554;MARTINEZ FLORES, ANTONIO;ALBI L';VILANOVA;25450;CARRER;3;973175623;BORGES BLANQUES,LES*
69542;F25000667;QUERALT MONTAÑOLA,MONTSERRAT;ALCARRAS;MAJOR;25180;PLAÇA;3;973790022;ALCARRAS
69543;F25000709;FARRAN CAJAL, ANTONIA;ALFARRAS;CATALUNYA;25120;AVINGUDA;6;973760064;ALFARRAS/ALMENAR
69544;F25000811;SAPIENS RIS,JOSEFA/LLADONOSA SAPIENS,J I L;ALGUAIRE;PATI;25125;CARRER;4;973757226;ALFARRAS/ALMENAR
69545;F25000924;LLADONOSA SAPIENS, JOSEP MA.;ALMACELLES;MAJOR;25100;CARRER;17;973740086;ALMACELLES
69546;F25001036;TERMENS NAVARRO, NURIA;ALMENAR;DE L'HORTA;25526;CARRER;6;973770281;ALFARRAS/ALMENAR
69547;F25001149;PRATDEPADUA BADIA, CARME;ALPICAT;LLEIDA;25110;CARRER;60;973737479;LLEIDA RURAL-1 NORD
69548;F25001251;GUTIERREZ ARGÜESO, LORENA;ANGLESOLA;CATALUNYA;25320;AVINGUDA;38;973308132;TARREGA*
69549;F25001364;NAVES BAGET, MARIA;ARBECA;DELS PORTALS;25140;CARRER;3;973170419;BORGES BLANQUES,LES*
69550;F25001406;ALDAVO PINEDA, ROSA;ARTESA DE SEGRE;AGRAMUNT;25730;CARRETERA;17;973400064;ARTESA DE SEGRE*
69551;F25001519;CALZADA ESTADELLA, MARIA TERESA;AITONA;27 DE GENER;25182;AVINGUDA;47;973794014;SEROS*
69552;F25001621;GARCIA ALDAVO, ERNEST;BALAGUER;ESTACIO;25600;PASSEIG;10;973450214;BALAGUER*
69553;F25001734;MARCH MOLES, ESTER;BALAGUER;SANT JAUME;25600;CARRER;2;973445280;BALAGUER*
69554;F25001847;SALA GOMA, A. / SALA GOMA, L.;BALAGUER;MERCADAL;25600;PLAÇA;36;973445087;BALAGUER*
69555;F25001950;CLAVER VILLUENDAS, ARMAND;BALAGUER;SANT CRIST;25600;CARRER;nov-13;973445384;BALAGUER*
69556;F25002061;HUGUET MAS, MARTA;BARBENS;RAMON I CAJAL;25262;CARRER;21;973580376;PLA D,URGELL
69557;F25002103;BRUFAU TUDELA, JOSEP IGNASI;BELLCAIRE D'URGELL;ONZE SETEMBRE;25337;AVINGUDA;144;973586466;BALAGUER*
69558;F25002216;PIÑOL RODRIGUEZ, ALFONSO;BELL-LLOC D'URGELL;URGELL;25220;CARRER;34;973560363;PLA D,URGELL
69559;F25002329;ROBINAT RIVADULLA,M/ROBINAT RIVADULLA,J;BELLPUIG;SANT ROC;25250;CARRER;16;973320087;BELLPUIG*
69560;F25002431;ARQUE BARIOS, JOSEP RAMON;BELLPUIG;RAMON FOLCH DE CARDONA;25250;CARRER;33;973320269;BELLPUIG*
69561;F25002544;BETRIU CATALA, MARIA;BELLVER DE CERDANYA;PERE SISCART;25720;CARRER;12;973510079;CERDANYA
69562;F25002657;CORBELLA REÑE, MERITXELL;BELLVIS;URGELL;25142;PASSEIG;S/N;973565010;PLA D,URGELL
69563;F25002760;RIU PELEGRI, RAMON;BORGES BLANQUES LES;RAVAL DEL CARME;25400;CARRER;11;977142431;BORGES BLANQUES,LES*
69564;F25002801;NIUBO ARAGUES, MA.EUGENIA;BORGES BLANQUES LES;CONSTITUCIO, BAIXOS, ESQ.;25400;PLAÇA;3;973142068;BORGES BLANQUES,LES*
69565;F25002914;ALMANSA ARTIGA, MIQUEL;BOSSOST;EDUARD AUNOS;25550;CARRER;10;973648219;ARAN
69566;F25003026;RUBIO RODRIGUEZ, NURIA;CASTELLSERA;SARDANA;25334;PLAÇA;7;973610601;TARREGA*
69567;F25003139;GOMA BALCELLS, MERCE;CERVERA;UNIVERSITAT;25200;PLAÇA;47;973530226;CERVERA*
69568;F25003241;ANTONIJUAN MATEU, RAMONA;CERVERA;AGRAMUNT;25200;AVINGUDA;13;973530278;CERVERA*
69569;F25003354;MARTORELL SOLE, NEUS;CERVERA;SANTA ANNA;25200;CARRER;4;973530154;CERVERA*
69570;F25003467;REYES MONCADA, MA. ANGELS;CERVIA DE LES GARRIGUES;CALVARI;25460;CARRER;2;973178033;BORGES BLANQUES,LES*
69571;F25003509;DOMINGO VIDAL, R/ESCOBAR DOMINGO, A;ESTERRI D'ANEU;MAJOR;25580;CARRER;40;973626016;PALLARS SOBIRA
69572;F25003611;TRULLOLS CARDONA, MARIA ELENA;LA FULIOLA;CATALUNYA;25332;AVINGUDA;42;973268391;TARREGA*
69573;F25003724;GORROCHATEGUI FONTELLES,HERMOGENES;GIMENELLS I EL PLA DE LA FONT;EST;25110;CARRER;1;973748083;ALMACELLES
69574;F25003837;PUJOL BALCELLS, JOSEP/PUJOL BALCELLS, JORDI;GUISSONA;FLUVIA;25210;CARRER;16;973550066;CERVERA*
69575;F25003940;GRAUS ROBINAT, ESTHER;IVARS D'URGELL;RODES;25260;PASSEIG;6;973580004;PLA D,URGELL
69576;F25004051;ALMANSA ARTIGA, MARGARIDA;LES;RESSECH;25540;PLAÇA;S/N;973647244;ARAN
69577;F25004164;PERERA GRAU, MA JOSEFA;JUNEDA;LA FONT;25430;CARRER;36;973150106;BORGES BLANQUES,LES*
69578;F25004206;CUÑAT SOLA, EMMA;LINYOLA;PLANELL;25240;PLAÇA;21;973575062;PLA D,URGELL
69579;F25004319;BLASCO GONZALEZ, MARINA;LLARDECANS;RAVAL;25179;CARRER;21;973130455;GRANADELLA,LA
69580;F25004421;GAYA DOMINGO, JOSEP MA;BELIANES;COMANDANT SERRET;25266;PLAÇA;8;973331129;BELLPUIG*
69581;F25004534;SANTOS SAUGERAT, MERCE;MONTELLA I MARTINET;SEGRE;25724;CARRER;21;973515165;SEU D'URGELL,LA
69582;F25004647;FIGUEROLA ARGELICH, NURIA;MOLLERUSSA;M. BERTRAN;25230;PLAÇA;5;973600218;PLA D,URGELL
69583;F25004750;ROS SIMO, CLARA;MOLLERUSSA;MAJOR;25230;PLAÇA;12;973600174;PLA D,URGELL
69584;F25004862;CAMPIÑEZ VICTORIO, EVA;MONTGAI;PARE MIRATS;25616;AVINGUDA;7;973430358;BALAGUER*
69585;F25004904;MIJANA FARRENY, MA.CARME;OLIANA;IGNASI ESTEVE;25790;CARRER;9;973470706;ALT URGELL-SUD
69586;F25005016;SIMON SALA, M. ANGELS;ORGANYA;LLEIDA-ESPIGOLERS;25790;CARRETERA;;973382193;ALT URGELL-SUD
69587;F25005129;ESQUERDA SERRANO,CARME;PALAU D'ANGLESOLA EL;MAJOR;25243;PLAÇA;6;973601340;PLA D,URGELL
69588;F25005231;SOLDUGA CAMARERO, FRANCESC XAVIER/SOLDUGA TARTERA, MARIA TUIXENT;LA POBLA DE SEGUR;VERDAGUER;25500;AVINGUDA;21;973680015;POBLA DE SEGUR,LA
69589;F25005344;GABAS ROCAFORT, JORDI;LA POBLA DE SEGUR;SANT MIQUEL DEL PUY;25500;CARRER;8;973680066;POBLA DE SEGUR,LA
69590;F25005560;CAPELLADES PERERA, ANTONI;PONTS;DE LA SEU;25740;CARRETERA;6;973460994;PONTS*
69591;F25005714;BORRAS OBRADOR, CARME;PONT DE SUERT, EL;CIUTAT DE LLEIDA;25520;CARRER;8;973690108;ALTA RIBAGORÇA
69592;F25005827;GRAÑO LLORDES RAMON;SANT GUIM DE FREIXENET;MAJOR;25270;CARRER;49;973556222;CERVERA*
69593;F25005930;PUJOL RIUS, RICARD;SANAUJA;BASSAL;25753;CARRER;4;973550259;PONTS*
69594;F25006041;PONT ALBIOL, MA. LLUÏSA;RIBERA D'ONDARA;RAVAL DEL PONT;25213;CARRER;1;973540195;CERVERA*
69595;F25006154;MARSINYACH CALVET, INGRID;LA SEU D'URGELL;MAJOR;25700;CARRER;34;973350120;SEU D'URGELL,LA
69596;F25006267;BARIOS SERO, MATILDE;LA SEU D'URGELL;SANT JOSEP DE CALASANÇ;25700;CARRER;3;973350188;SEU D'URGELL,LA
69597;F25006309;CARNICERO RAMON, BLANCA;SEROS;METGE;25183;CARRER;13;973780031;SEROS*
69598;F25006411;BOIX SERRA, ANTONI;SOLSONA;PONT;25280;AVINGUDA;4;973480018;SOLSONES*
69599;F25006524;MARTINEZ GUTIERREZ, PILAR;SOLSONA;ANTONI MARIA CLARET;25280;PASSEIG;1;973480048;SOLSONES*
69600;F25006637;MALLORQUES VILANOVA, M. TERESA;SORT;MAJOR;25560;CARRER;40;973620065;PALLARS SOBIRA
69601;F25006740;ROBINAT FELIP, FRANCESC X.;TARREGA;ALONSO MARTINEZ;25300;CARRER;35;973310117;TARREGA*
69602;F25006852;MESTRES DURAN, ANNA M.;TARREGA;CATALUNYA;25300;AVINGUDA;11;973310738;TARREGA*
69603;F25006965;ROBINAT ALBAREDA,  NURIA;TARREGA;SANTA CLARA;25300;CARRER;2A;973310451;TARREGA*
69604;F25007006;BIOSCA CARULLA, RAMON;TARREGA;CARME;25300;CARRER;30;973310186;TARREGA*
69605;F25007119;CLUA MIQUEL, TERESA;TERMENS;LA BASCULA;25670;CARRER;9;973180037;BALAGUER*
69606;F25007221;FOIX MAS, MARIA;TORA;DEL PATI;25750;CARRER;5;973473220;CALAF*
69607;F25007334;BERGA SABATE, VICTOR;TORREGROSSA;CANALEJAS;25141;CARRER;1;973170144;PLA D,URGELL
69608;F25007447;ENJUANES BRUALLA, MONTSERRAT;TREMP;PERESALL;25620;CARRER;12;973650138;TREMP
69609;F25007550;MARTINEZ BORRAS, NURIA;TREMP;SOLDEVILA;25620;CARRER;11;973650032;TREMP
69610;F25007704;PALA ARIÑO, DOLORS;VIELHA E MIJARAN;SENTIN;25530;CARRER;2;973642585;ARAN
69611;F25007817;TRULL BORRAS, JOAN;VILANOVA DE BELLPUIG;MAJOR;25264;CARRER;71;973321136;PLA D,URGELL
69612;F25007920;REDONDO VAHLE, MARIA;LLEIDA;AGER (LA BORDETA);25007;CARRER;23;973206992;LLEIDA 6 BORDETA MAGRANERS
69613;F25008031;GENE TORRELLES, MONTSERRAT;LLEIDA;BARÓ DE MAIALS;25002;CARRER;52;973269649;LLEIDA 4 BALAFIA PARDINYES
69614;F25008144;PALLARS SATUE, SILVIA;LLEIDA;SANT ANTONI;25002;CARRER;13;973278004;LLEIDA 1 CENTRE HISTORIC RAMBLA DE FERRAN
69615;F25008257;VOLTAS TRULLOLS, VICENTA;LLEIDA;CARMEN;25007;CARRER;23;973247141;LLEIDA 1 CENTRE HISTORIC RAMBLA DE FERRAN
69616;F25008360;DE VILLALONGA PIFARRE,FRANCISCO;LLEIDA;BOTERS;25002;CARRER;25;973267792;LLEIDA 3 EIXAMPLE
69617;F25008401;ARAGONES GUARRO,RAMON;LLEIDA;PAERIA;25007;PLAÇA;1;973243945;LLEIDA 1 CENTRE HISTORIC RAMBLA DE FERRAN
69618;F25008514;VILLALONGA PIFARRE, IGNACIO DE;LLEIDA;FERRAN;25007;RAMBLA;34;973238070;LLEIDA 1 CENTRE HISTORIC RAMBLA DE FERRAN
69619;F25008627;FREIXINET FONDEVILA, JOAN;LLEIDA;DE RONDA;25006;PASSEIG;70;973264867;LLEIDA 3 EIXAMPLE
69620;F25008730;MIARNAU PONS, MERCE;LLEIDA;DE L'EXERCIT;25002;PLAÇA;5;973260238;LLEIDA 2 PRIMER DE MAIG
69621;F25008842;BARIOS BAQUERO, ANTONIO/BARIOS BAQUERO,ROSALIA;LLEIDA;RIU EBRE;25001;CARRER;10;973266305;LLEIDA 5 CAPPONT
69622;F25009067;ARCAYA ABOS, CRISTINA;LLEIDA;DE LA SAL;25007;PLAÇA;2;973241996;LLEIDA 1 CENTRE HISTORIC RAMBLA DE FERRAN
69623;F25009109;FREIXENET TRESANCHEZ, JORDI MIQUEL;LLEIDA;MOSSEN REIG;25005;CARRER;14-16;973242163;LLEIDA 7 ONZE DE SETEMBRE
69624;F25009211;PEÑA ZALDIVAR, ELENA;LLEIDA;SANT JORDI (LOCALS A-3 i A-4);25001;PLAÇA;S/N;973199129;LLEIDA 6 BORDETA MAGRANERS
69625;F25009324;SAEZ PONS, GUILLEM;LLEIDA;DOCTOR TRUETA;25007;CARRER;12;973242035;LLEIDA 5 CAPPONT
69626;F25009437;ANADON SOLE, RAMON;LLEIDA;BALMES;25006;AVINGUDA;44;973231664;LLEIDA 3 EIXAMPLE
69627;F25009540;MARTI TORRES, MONTSERRAT;LLEIDA;COMTES D'URGELL;25007;CARRER;8;973237232;LLEIDA 1 CENTRE HISTORIC RAMBLA DE FERRAN
69628;F25009652;GARROS IGLESIAS, ESTHER;LLEIDA;PRAT DE LA RIBA;25004;AVINGUDA;53;973232112;LLEIDA 1 CENTRE HISTORIC RAMBLA DE FERRAN
69629;F25009765;PRAT MORELL, FRANCISCO J;LLEIDA;PERLLONGACIO C/BRUCH;25001;CARRER;30;973200694;LLEIDA 5 CAPPONT
69630;F25009807;ISANTA PANADES,JOSEP R/CRUSELLAS LOSA,ARIADNA;LLEIDA;ALCALDE PORQUERAS;25005;CARRER;76;973233359;LLEIDA 7 ONZE DE SETEMBRE
69631;F25009910;VILLALONGA PIFARRE, CARMEN DE;LLEIDA;HOSTAL DE LA BORDETA;25001;CARRER;2;973201892;LLEIDA 6 BORDETA MAGRANERS
69632;F25010023;PIQUE FARRE, MARIBEL;LLEIDA;PI I MARGALL;25004;CARRER;58;973232184;LLEIDA 1 CENTRE HISTORIC RAMBLA DE FERRAN
69633;F25010136;PEÑA SAEZ, LLUIS;LLEIDA;CORREGIDOR ESCOFET;25005;AVINGUDA;39;973230450;LLEIDA 4 BALAFIA PARDINYES
69634;F25010249;SALAFRANCA SURRIBAS, ANNA;LLEIDA;LLUIS COMPANYS;25000;CARRER;12;973268391;LLEIDA 2 PRIMER DE MAIG
69635;F25010351;RAZQUIN CARULLA, ANNA M.;LLEIDA;SANT MARTI;25006;CARRER;39;973231766;LLEIDA 3 EIXAMPLE
69636;F25010464;YEREGUI REÑE, JUAN;LLEIDA;CORREGIDOR ESCOFET;25005;CARRER;12;973268060;LLEIDA 4 BALAFIA PARDINYES
69637;F25010506;MANSO ABIZANDA, DANIEL/MANSO ABIZANDA, MERCE;LLEIDA;DE RONDA;25006;PASSEIG;43;973263428;LLEIDA 2 PRIMER DE MAIG
69638;F25010619;BADIA CLAVERA, MERCE;LLEIDA;PRAT DE LA RIBA;25004;AVINGUDA;91;973232917;LLEIDA 1 CENTRE HISTORIC RAMBLA DE FERRAN
69639;F25010721;GARRA TICO, MONTSERRAT;LLEIDA;ALCALDE COSTA;25002;CARRER;15;973266971;LLEIDA 2 PRIMER DE MAIG
69640;F25010834;PUIGPINOS LLURDA, ERMA;LLEIDA;UMBERT TORRES;25002;CARRER;23;973268586;LLEIDA 3 EIXAMPLE
69641;F25010947;MESTRE GORNE, ANTONI;LLEIDA;GARRIGUES;25001;AVINGUDA;34;973201198;LLEIDA 5 CAPPONT
69642;F25011059;MOLA MIARNAU, M. JOSEP;LLEIDA;VALLCALENT;25006;CARRER;45;973279007;LLEIDA 3 EIXAMPLE
69643;F25011161;BALDOMA CARROBE, MARIA;LLEIDA;ALCALDE RECASENS;25005;CARRER;21;973232637;LLEIDA 4 BALAFIA PARDINYES
69644;F25011203;TURMO BENDICHO, MARIA;LLEIDA;PRAT DE LA RIBA;25008;CARRER;30;973233327;LLEIDA 3 EIXAMPLE
69645;F25011316;ROCA TURULL, LEONOR;LLEIDA;MARIOLA;25003;CARRER;37;973262639;LLEIDA 2 PRIMER DE MAIG
69646;F25011429;MONTEGUT OLIVART,CECILIA/ROSINACH MONTEGUT,F.XAVIER;LLEIDA;DE RONDA;25006;PASSEIG;93;973268016;LLEIDA 3 EIXAMPLE
69647;F25011531;ISANTA SALVADO,IMMA/BENDICHO TORRESCASANA,ELENA;LLEIDA;DE RONDA;25008;PASSEIG;139;973233579;LLEIDA 7 ONZE DE SETEMBRE
69648;F25011644;GARCIA FERNANDEZ/ISANTA GARCIA;LLEIDA;PIUS XII;25003;AVINGUDA;7;973264820;LLEIDA 2 PRIMER DE MAIG
69649;F25011757;SIMO MAS, ROBERT;LLEIDA;PRINCEP DE VIANA;25008;CARRER;99;973233765;LLEIDA 7 ONZE DE SETEMBRE
69650;F25011860;SOLSONA FIGOLS, ROSER;LLEIDA;DE RONDA;25002;PASSEIG;16;973265227;LLEIDA 2 PRIMER DE MAIG
69651;F25011901;DELMAS DOMINGO,F. TERESA;LLEIDA;BALAFIA;25005;AVINGUDA;06-ag;973241889;LLEIDA 4 BALAFIA PARDINYES
69652;F25012013;ROURE CAMPOS, YOLANDA;TORRES DE SEGRE;VINYES DE DALT;25170;CARRER;5;973796084;ALCARRAS
69653;F25012126;VENDRELL ROC, CAROL;ALMACELLES;MAJOR;25100;CARRER;74;973740268;ALMACELLES
69654;F25012239;ESCUE PALACIN, VANESSA;LLEIDA;JOAN XXIII;25001;PLAÇA;5;973202244;LLEIDA 6 BORDETA MAGRANERS
69655;F25012341;BONET PORQUERAS, ISABEL;SOSES;SINDICAT;25181;CARRER;36;973107484;ALCARRAS
69656;F25012454;PURGIMON FELIU, JOAN LLUIS;LA SEU D'URGELL;SANT JOAN  BAPTISTA DE LA SALLE;25700;CARRER;52;973351307;SEU D'URGELL,LA
69657;F25012567;PALA ARIÑO, M. EUGENIA;NAUT ARAN;"VAQUEIRA BERET EDIFICI""CAMPALIA""";25598;;3;973644462;ARAN
69658;F25012609;GOMA ROCA, NURIA;ROSSELLO;MAJOR;25124;CARRER;5;973730386;LLEIDA RURAL-1 NORD
69659;F25012711;CASAS PONS, DOLORS;SANT LLORENÇ DE MORUNYS;BERGA;25282;CARRETERA;23 BIS;973492279;SOLSONES*
69660;F25012824;SABANES ABELLANA, J. RAMON;VINAIXA;DE TARRAGONA;25440;CARRETERA;6;973175361;BORGES BLANQUES,LES*
69661;F25012937;DEL CAMPO ANDION, MARTA;LLEIDA;SANT PERE (EL SECÀ DE SANT PERE);25005;PLAÇA;1;973234411;LLEIDA 4 BALAFIA PARDINYES
69662;F25013049;CURCO RIBELLES,MA ANGELS;ARTESA DE LLEIDA;EUROPA;25150;CARRER;8;973167204;LLEIDA RURAL-2 SUD
69663;F25013151;BOBET GUIU,MAGDALENA;ALBATARREC;DOCTOR ROBERT;25171;CARRER;82 A;973720117;LLEIDA RURAL-2 SUD
69664;F25013264;FARRAS MINGUELL, MIQUEL;VERDU;RAMON TOMAS PELLISSO;25340;PASSEIG;3;973347047;TARREGA*
69665;F25013306;BORREGO VICENTE, M. PILAR;CORBINS;DE LA CREU;25137;CARRER;4;973190255;LLEIDA RURAL-1 NORD
69666;F25013419;BARRULL BECERRA, NURIA;GRANADELLA LA;DE LA POBLA;25177;CARRER;53;973110295;GRANADELLA,LA
69667;F25013521;TICO TICO, CECILIA;ALCOLETGE;MAJOR;25660;CARRER;60;973197000;LLEIDA RURAL-1 NORD
69668;F25013634;TOSQUELLA ANGRILL, M. DOLORS;SANT RAMON;SANT RAMON;25215;AVINGUDA;57;973524092;CERVERA*
69669;F25013747;LABRAÑA SALAS, JOSEP;GOLMES;CARRETERA;25241;;20;973602009;PLA D,URGELL
69670;F25013850;AGUSTI GARRIGO, JOANA;ISONA I CONCA DELLA;PORTAL;25650;PLAÇA;10;973664160;TREMP
69671;F25013962;OLIVA GISTAU, MONTSERRAT;LA GRANJA D'ESCARP;LLEIDA;25185;AVINGUDA;10;973780296;SEROS*
69672;F25014003;VERGOÑOS GILI, ALFONSO;BENAVENT DE SEGRIA;PORTELLA;25132;CARRER;1;973777245;LLEIDA RURAL-1 NORD
69673;F25014116;CASAÑAS TORRES, OLGA;MOLLERUSSA;CANAL;25280;AVINGUDA;9;973602365;PLA D,URGELL
69674;F25014229;VALIENTE BAUTISTA, MIGUEL;CASTELLDANS;CATALUNYA;25154;PLAÇA;8;973120223;BORGES BLANQUES,LES*
69675;F25014331;REGUE VIDAL, ROSA;MIRALCAMP;DELS PLANS;25242;CARRER;2;973602856;PLA D,URGELL
69676;F25014444;MASANA PAVON, MARTA;MAIALS;BARCELONETA;25179;CARRER;9;973130511;SEROS*
69677;F25014557;BORRAS BONETE, MONTSERRAT;MENARGUENS;MAJOR;25139;CARRER;36;973180519;BALAGUER*
69678;F25014660;RUIZ ROSELL, ANA CARMEN;PUIGVERD DE LLEIDA;MAJOR;25153;PLAÇA;12;973167337;LLEIDA RURAL-2 SUD
69679;F25014701;PONTON SIVILLA, FERNANDO LUIS;VILALLER;PROGRES, Bloc-4;25552;AVINGUDA;11;973698137;ALTA RIBAGORÇA
69680;F25014927;TRIBO ALCOBE, MONTSERRAT;CAMARASA;SANTA MARIA;25613;CARRER;8;973420200;BALAGUER*
69681;F25015039;YSAC ARMENGOL,M.CARME;VILANOVA DE LA BARCA;PUIGCERDA;25690;CARRETERA;S/N;973190307;LLEIDA RURAL-1 NORD
69682;F25015141;PUJOL BLANCH, CLIMENT;COLL DE NARGO;D'ISONA;25793;CARRETERA;S/N;973383386;ALT URGELL-SUD
69683;F25015254;BIFET GONZALEZ, SABRINA;TORREFARRERA;SANT SEBASTIA;25126;CARRER;S/N;973750345;LLEIDA RURAL-1 NORD
69684;F25015367;JOSA PONS, ROSA MA;AGER;JOAN ORO;25691;AVINGUDA;S/N;973455060;BALAGUER*
69685;F25015409;BLASCO VILA, ELEUTERI;SUDANELL;SANT PERE;25173;CARRER;5;973258072;LLEIDA RURAL-2 SUD
69686;F25015511;MEDA BALDOMA, MERCE;ALAMUS, ELS;RAVAL;25221;CARRER;12;973199129;PLA D,URGELL
69687;F25015624;AIGUABELLA ALENTA, JOSEP;VALLFOGONA DE BALAGUER;MAJOR;25680;CARRER;5;973432151;BALAGUER*
69688;F25015737;RUBIES PRAT, NURIA;OS DE BALAGUER;FONT VELLA;25610;CARRER;S/N;973438018;BALAGUER*
69689;F25015840;CAUS ESQUE, JOSEP MA;CASTELLNOU DE SEANA;MAJOR;25265;PLAÇA;1;973321259;PLA D,URGELL
69690;F25015952;PEREZ TORRES, ROSA MA.;CASTELLO DE FARFANYA;CATALUNYA;25136;AVINGUDA;12;973428070;BALAGUER*
69691;F25016064;GABAS CURIA, MIRIAM;MASSALCOREIG;NOU;25184;CARRER;8;973780280;SEROS*
69692;F25016106;ALUJA GINE, MONTSERRAT;ALBAGES L';POMPEU FABRA;25155;CARRER;20;973120488;BORGES BLANQUES,LES*
69693;F25016219;REÑE ESPINET, MONTSERRAT;POAL EL;8 DE MAIG;25143;RAMBLA;10;973565663;PLA D,URGELL
69694;F25016321;BARBERA SUBIRA, DOLORS;VILANOVA DE SEGRIA;CARLES VALLES;25133;CARRER;S/N;973777288;LLEIDA RURAL-1 NORD
69695;F25016434;ALFONSO GALAN, MARIA ENCINA;SARROCA DE LLEIDA;MESTRE COSTA;25175;PLAÇA;10;973126101;LLEIDA RURAL-2 SUD
69696;F25016547;TOTIME EBUERA, ERNESTINA;TARREGA;SANT PELEGRÍ;25300;CARRER;90;973311129;TARREGA*
69697;F25016650;ORRIT ROCAFORT, ASSUMPCIO;SENTERADA;FLAMISSELL;25514;AVINGUDA;17;973661758;POBLA DE SEGUR,LA
69698;F25016762;JAUSET BERROCAL, MA. JOSEP;TORRELAMEU;NOU;25138;CARRER;16;973190505;BALAGUER*
69699;F25016804;AUMEDES FARRE, TERESA;PENELLES;DEL MIG;25335;CARRER;12;973610582;BALAGUER*
69700;F25017029;MIRATS MARSIÑACH, MONTSERRAT;SENTIU DE SIO LA;BALAGUER;25617;CARRER;1;973425051;BALAGUER*
69701;F25017131;MORAN SITJA, MARIA JOSE;SIDAMON;CARRETERA;25222;CARRER;35;973717105;PLA D,URGELL
69702;F25017244;CAMPO BARRAU, M CRISTINA;VALL DE BOI, LA;CALDES DE BOI, ED.LA COMELLA;25527;CARRETERA;S/N;973694010;ALTA RIBAGORÇA
69703;F25017357;NIETO TORRENT, LAIA;PORTELLA LA;DE LA CREU;25174;PLAÇA;1;973186298;LLEIDA RURAL-1 NORD
69704;F25017460;ZALDIVAR GONZALEZ - MORENO, I.;LLEIDA;BARO DE MAIALS;25005;CARRER;20;973220947;LLEIDA 4 BALAFIA PARDINYES
69705;F25017501;BERNAUS DARBRA, JUDITH;VILA-SANA;CATALUNYA;25245;AVINGUDA;91;973711321;PLA D,URGELL
69706;F25017614;AIGUABELLA ALENTA, MA. GORETTI;FONDARELLA;PRESIDENT MACIA;25244;AVINGUDA;15 BIS;973711253;PLA D,URGELL
69707;F25017727;CATALA SENDRA, CARME;VIELHA E MIJARAN;PAS D'ARRO;25530;AVINGUDA;55;973642346;ARAN
69708;F25017830;VIÑAS FOLCH,EULALIA;LLAVORSI;VAL D'ARAN;25595;CARRETERA;27;973622218;PALLARS SOBIRA
69709;F25017942;ALONSO QUINTANILLA,ESPERANÇA;JUNCOSA;DE L'ESPORT;25165;PASSEIG;S/N;973128266;GRANADELLA,LA
69710;F25018054;COLLADO BAILLO, ADELAIDA;VILAGRASSA;TARREGA;25330;CARRER;15;973500397;TARREGA*
69711;F25018167;GRANELL MOLINS, ENRIQUETA;CUBELLS;DE PUIGCERDA;25737;CARRETERA;S/N;973459192;BALAGUER*
69712;F25018209;TEIXIDO SALVADO, CRISTINA;ESPLUGA CALBA L';PAU CASALS;25410;CARRER;9;973156282;BORGES BLANQUES,LES*
69713;F25018311;COLL SERRES, CARME;PREIXANA;CATALUNYA;25263;PLAÇA;3;973322296;BELLPUIG*
